"시점","행정구역(시군구)별","성별",15세,16세,17세,18세,19세,20세,21세,22세,23세,24세,25세,26세,27세,28세,29세,30세,31세,32세,33세,34세,35세,36세,37세,38세,39세,40세,41세,42세,43세,44세,45세,46세,47세,48세,49세
"2012","은평구","여자",2910.5,2948,2933.5,3004,3078,3170.5,3063.5,2855.5,2932,3029.5,3107,3260,3490,3786.5,4164,4454,4564,4518,4106.5,3928,4060.5,3994.5,4174,4452,4538.5,4601,4572,4434,4365,4184,3828,3764,3912.5,3790.5,3859
"2012","서대문구","여자",1736,1809.5,1848.5,1916,2018.5,2121,2068,2051.5,2189.5,2306.5,2403,2437,2453,2580.5,2805,2828.5,2802.5,2707.5,2371.5,2293,2346.5,2330,2449,2686,2750.5,2797,2873.5,2799,2722,2690.5,2438,2341.5,2490.5,2424,2435.5
"2012","마포구","여자",1936.5,1960.5,1999.5,2010,2191,2357.5,2372,2403,2594.5,2789,3026,3333.5,3478,3837.5,4211,4350,4258.5,4202.5,3734.5,3547.5,3697,3648,3711.5,3880,3873.5,3814,3693.5,3497,3286.5,3073,2738.5,2689,2819,2734,2797.5
"2012","양천구","여자",3800,3801.5,3855.5,3842.5,3720.5,3678,3348.5,3127.5,3116,3046,3086.5,3167,3259,3483.5,3767.5,3903.5,3876,3767.5,3479,3395.5,3500.5,3536,3861.5,4206,4520.5,4894.5,5198.5,5280,5337.5,5238,4730.5,4649,4782.5,4516.5,4470.5
"2012","강서구","여자",3176.5,3299.5,3428,3546.5,3703.5,3775,3589,3498.5,3716.5,3868,4003.5,4240,4520.5,5021,5526,5733,5682,5722,5073.5,4752.5,4801,4701.5,4940,5038,4968,4969.5,4898,4770,4747.5,4594.5,4297.5,4339,4552.5,4430.5,4589.5
"2012","구로구","여자",2073.5,2176,2282,2316.5,2417.5,2494,2413.5,2359.5,2549.5,2728.5,2856,3087.5,3341,3644,4181.5,4446.5,4499.5,4494.5,4056.5,3820.5,3854,3698,3737.5,3762.5,3696.5,3585,3462.5,3371,3312.5,3216.5,3018,2996,3075.5,3024.5,3183
"2012","금천구","여자",1276.5,1344.5,1439.5,1489,1537,1556.5,1513,1457,1477,1581,1670,1719.5,1794.5,1930.5,2069.5,2134.5,2075,1996,1827.5,1710,1735,1776,1820.5,1932.5,1955,1963,2057,2035,2047.5,2061,1952.5,1977.5,2030.5,1950.5,2010.5
"2012","영등포구","여자",1823,1949.5,2019.5,1992,2198,2339,2285.5,2214,2408.5,2678.5,2822.5,2967,3150,3422,3739,3948.5,3935.5,3884,3548,3394.5,3493,3360,3321,3399.5,3378.5,3402,3349.5,3238.5,3186.5,3017,2782.5,2720.5,2903,2833,2916
"2012","동작구","여자",1939.5,2018.5,2098,2199,2348,2532.5,2543,2582,2810,3058,3332.5,3594.5,3781.5,3976,4286.5,4297,4215,4183,3727.5,3496.5,3550.5,3393,3435.5,3464.5,3435.5,3460,3425,3296,3151.5,3027.5,2719.5,2634.5,2875.5,2925,2982
"2012","관악구","여자",2269,2373,2399.5,2519,2803.5,3141.5,3290,3545.5,4081,4732.5,5259,5618,5803.5,6019.5,6435.5,6358,5990.5,5587,4909,4502.5,4437.5,4274,4267,4240,4138.5,4151.5,4074.5,3864,3743,3644.5,3358.5,3316,3462.5,3355.5,3536
"2012","서초구","여자",2774.5,2743.5,2761,2747,2747.5,2786,2711.5,2702,2875.5,3049,3162,3345.5,3536,3947.5,4318,4475.5,4449,4310,3904.5,3731,3928,3827.5,3845,4039,4223,4401,4480,4412,4230,4020,3473,3269,3511,3451.5,3366
"2012","강남구","여자",3814.5,3838.5,4047.5,4007,3956,3988.5,3831.5,3718.5,3916,4171.5,4411,4877,5237,5729,6251.5,6498,6340.5,6216,5534.5,4946.5,4896.5,4580,4601.5,4797.5,4950.5,5190,5474,5577,5575,5615,5098.5,4911.5,5284.5,4995,4646
"2012","송파구","여자",4327,4412.5,4437.5,4433,4453.5,4519.5,4413.5,4351.5,4540,4710,5009,5399,5703,6209,6820,6988,6968,6858,6088,5675.5,5690,5454.5,5626.5,6040,6248,6432,6405,6281.5,6190,5959.5,5432.5,5362,5644,5464,5516.5
"2012","강동구","여자",2819.5,2967,3085.5,3075.5,3180.5,3314.5,3131,3088.5,3165.5,3252,3324,3554,3696,3996.5,4491,4739.5,4723.5,4684.5,4174,3857.5,3771,3616.5,3790,3978.5,4097,4190,4197.5,4188.5,4266,4202,3878.5,3894.5,4175,4132.5,4250
"2012","부산광역시","여자",20326,21127,21730.5,21955,22562,23200,21993,21570,21820.5,21439,21343.5,21501,22130,23763.5,26085.5,27698.5,27993.5,27518,24829,23311,23430.5,23583,25392.5,27100.5,27793,28524.5,29427.5,29727.5,30423,30541,28587,28123.5,29100.5,28597.5,30739
"2012","중구","여자",211.5,222,219.5,231,258.5,261.5,231.5,250.5,280,282.5,281,263.5,269,302,351,372.5,382,339.5,293.5,280.5,271,275.5,307,336,325.5,334.5,368.5,367,373.5,350,330.5,339,351.5,356,406
"2012","서구","여자",633.5,673.5,683,686,719.5,741,718.5,733.5,739,701,697.5,697.5,727,747,796.5,858,838,786.5,708.5,634.5,601,641,731.5,777.5,813.5,839,847,879.5,890.5,869,823,840.5,866.5,854.5,925
"2012","동구","여자",473,482.5,524.5,539.5,517,522,496.5,522.5,526,513,545.5,557,598,628.5,678.5,723,704,664,600,571.5,553,537.5,588,631.5,647,651,673,690.5,704.5,694,667.5,664,679,662.5,770
"2012","영도구","여자",741.5,775.5,762,761,803.5,831,764,759,808,766,741,764.5,827,869.5,887,926,950,948.5,845.5,794,785.5,816.5,884,952.5,975.5,957.5,981.5,1006.5,1039.5,1028,978.5,997,1047,1005.5,1122.5
"2012","부산진구","여자",1967.5,2044.5,2176.5,2231,2297,2474.5,2473.5,2504.5,2614.5,2655,2673,2789.5,2816,3040,3386,3485,3440,3343.5,2979.5,2787.5,2761,2706,2808.5,2980.5,3021,3077.5,3074,3000,3106,3142,2959.5,2916.5,3043.5,3034.5,3212
"2012","동래구","여자",1756.5,1818.5,1798,1794,1828.5,1842.5,1755,1720,1784,1729.5,1701.5,1696.5,1740.5,1892,2052,2103,2172,2160,1939,1801.5,1827.5,1917.5,2046,2214.5,2250,2298.5,2379.5,2398,2503,2543,2375,2305.5,2411,2366,2544
"2012","남구","여자",1581.5,1675,1695,1692,1809,1910.5,1804.5,1785,1835.5,1784.5,1772,1751.5,1758.5,1934.5,2126,2241.5,2268.5,2327,2139,1965.5,1993,2033,2152.5,2339,2384,2411,2474,2436,2491,2445.5,2226.5,2148.5,2205.5,2169,2364
"2012","북구","여자",2081,2166.5,2238.5,2287,2351,2350.5,2164.5,2113,2042,2011.5,1976,1907.5,1912,2008.5,2172,2303.5,2237.5,2203,2030.5,1936,1958,1985,2179,2359,2526,2601.5,2719,2858,3030.5,3077,2958,2899.5,2929,2838,3032
"2012","해운대구","여자",2860.5,2915.5,3004,2995.5,2879,2857,2667,2506.5,2506.5,2421,2381,2394.5,2416.5,2537.5,2830.5,3089.5,3281,3348.5,3086.5,2956,3126,3186.5,3518,3786,3966.5,4179,4308,4240.5,4220,4238.5,3839.5,3752.5,3892,3741.5,3804.5
"2012","사하구","여자",2228.5,2236.5,2281.5,2340,2452,2488.5,2266,2152.5,2175.5,2133.5,2105.5,2167,2267,2465.5,2706,2892,2895,2771,2458,2314,2349.5,2372.5,2551.5,2714,2743,2831,2973.5,3039.5,3109,3092,2891,2884.5,2961.5,2909.5,3161.5
"2012","금정구","여자",1481.5,1599,1653,1685.5,1769.5,1843.5,1758.5,1691.5,1700.5,1681,1625.5,1542.5,1573.5,1695,1793.5,1895.5,1874,1867,1641.5,1510,1523.5,1541.5,1625,1744.5,1857,1943.5,2045,2145,2212.5,2249.5,2163.5,2137,2225.5,2238.5,2451.5
"2012","강서구","여자",258.5,272.5,300,303.5,331,327.5,327.5,327.5,329.5,336,329.5,345,370,401.5,466.5,523.5,530,509,467.5,433.5,424.5,414,443.5,444,407,402,422,421.5,400,419.5,407,395.5,437,421.5,473.5
"2012","연제구","여자",1138.5,1201,1232.5,1225,1268.5,1325,1276,1275.5,1259,1219.5,1252,1272.5,1308,1442.5,1635,1714,1772,1761,1571.5,1491.5,1492,1445,1570.5,1704.5,1701,1761.5,1803,1793.5,1835.5,1857.5,1726,1650.5,1675.5,1644.5,1809.5
"2012","수영구","여자",904.5,931.5,963.5,981.5,1016.5,1081,1066.5,1048.5,1059.5,1088,1130,1179,1259.5,1303.5,1458,1570.5,1564.5,1487.5,1310.5,1230,1196.5,1191.5,1300,1363,1361.5,1414.5,1457,1434,1405.5,1386,1300,1284,1349.5,1408.5,1519.5
"2012","사상구","여자",1399,1491,1592.5,1618.5,1671.5,1750.5,1659.5,1679.5,1681.5,1629.5,1650.5,1667.5,1724.5,1832,1976.5,2095.5,2084.5,1994,1804.5,1653.5,1631.5,1624.5,1708.5,1761.5,1796.5,1845,1957.5,2065.5,2174,2279.5,2150,2144.5,2259.5,2197.5,2348.5
"2012","기장군","여자",609,622,606.5,584,590,593.5,564,500.5,479.5,487.5,482,505.5,563,664,770.5,905.5,1000.5,1008,953.5,951.5,937,895.5,979,992.5,1018,977.5,945,952.5,928,870,791.5,764.5,767,750,795
"2013","서울특별시","여자",55046,57373.5,59152,61129.5,62883,65555,68381.5,66874,66792,70265,73032.5,75422.5,78953.5,81821.5,86719.5,94294.5,97099,95586,93670.5,84111.5,79421.5,80870,79498,82542.5,86745,88786.5,90962,91918.5,90205.5,88872.5,86204.5,78610,77398.5,81173.5,78820
"2013","종로구","여자",864,859,883.5,923.5,1002.5,1053,1106.5,1123.5,1122.5,1130,1181,1223.5,1251.5,1200,1208,1246.5,1274.5,1253,1226,1082.5,1043,1079,1066,1177,1313,1376,1440,1504.5,1478,1444.5,1439,1289.5,1257.5,1326.5,1277.5
"2013","중구","여자",552,591.5,592,623.5,724.5,802,846,822.5,794.5,863.5,902,906,958,1029.5,1066.5,1162.5,1204.5,1194.5,1199,1064,986,982.5,977,1001.5,1021.5,1029.5,1071,1082,1055,1026.5,997.5,882.5,888.5,996,980
"2013","용산구","여자",1048,1096.5,1134.5,1220,1270,1338.5,1475,1466,1449.5,1538,1591,1704.5,1837,1874,2074.5,2278,2391,2382,2285.5,2074,1945,2000,1967,2041.5,2062,2174,2272.5,2214,2181.5,2074,1948,1750,1689.5,1820,1806.5
"2013","성동구","여자",1426,1538.5,1557,1635.5,1800,1868,1932.5,1932.5,1971.5,2087.5,2172,2151.5,2271.5,2433.5,2547,2746.5,2948,2893.5,2880.5,2664.5,2423.5,2415.5,2431,2566.5,2654,2668,2708,2670.5,2583.5,2440.5,2338.5,2193.5,2197,2329,2263.5
"2013","광진구","여자",2021,2124,2229.5,2306.5,2338.5,2477,2645.5,2703,2783.5,3012,3176.5,3270,3494.5,3584.5,3732.5,4002.5,3928,3756.5,3548.5,3091.5,2913,2909,2835.5,2925,3087.5,3184,3258.5,3344.5,3342.5,3341.5,3220,2953,2906,2987.5,2847
"2013","동대문구","여자",1742,1784,1859.5,1973,2182.5,2344.5,2465,2451.5,2438.5,2533,2626,2645.5,2701.5,2783,2907.5,3117.5,3244.5,3192.5,3123.5,2780.5,2677.5,2756.5,2715.5,2755.5,2893.5,2942,2967.5,3020.5,2933,2893.5,2804.5,2542,2533,2669.5,2630
"2013","중랑구","여자",2080.5,2292,2426.5,2620.5,2684.5,2797,2930.5,2777.5,2750,2928,2999.5,2984,3079,3220.5,3268,3563,3789,3663.5,3565.5,3180.5,2925.5,2935,2894,3054,3247,3327,3431.5,3510,3526.5,3582,3613.5,3399.5,3381.5,3502.5,3406
"2013","성북구","여자",2419,2490.5,2521,2651,2892.5,3125,3357.5,3274.5,3279,3389,3430.5,3524.5,3581,3586,3719.5,4022.5,4177.5,4175.5,4119.5,3786.5,3669.5,3810.5,3837.5,4110,4373.5,4402.5,4393,4358.5,4213,4075,3884.5,3533,3434,3629.5,3563.5
"2013","강북구","여자",1717.5,1764.5,1868,1981.5,2028,2139.5,2230,2107,2042.5,2088,2091,2116,2232.5,2369,2505.5,2784.5,2887,2791.5,2790.5,2550.5,2472,2527.5,2488,2657.5,2820,2884,2945.5,2965,2876.5,2923.5,2812,2588,2583.5,2627,2556.5
"2013","도봉구","여자",2113,2174,2226,2288,2330.5,2446.5,2527,2401.5,2363,2374,2352.5,2311,2393,2421.5,2539,2766.5,2915.5,2870.5,2785.5,2540.5,2405.5,2479,2524.5,2713,2930.5,3048,3199,3291,3241.5,3299.5,3231,2955.5,2982,3125.5,2978.5
"2013","노원구","여자",4130,4160,4260,4327.5,4229,4287,4258.5,4002.5,3727,3664.5,3522.5,3522.5,3707,3726.5,4074.5,4532,4718.5,4746,4783.5,4344.5,4234,4368,4482.5,4830.5,5195.5,5515,5933,6173,6095.5,6029.5,5785.5,5262,5092,5157.5,4995.5
"2013","은평구","여자",2741,2946.5,2962.5,2942,3061,3144.5,3239,3123.5,2988,3034.5,3135.5,3227,3370.5,3573,3893,4260,4474,4603,4552.5,4108.5,3901,4036,3995.5,4173,4458,4531,4601,4597,4450.5,4362,4198,3852,3775,3943.5,3801.5
"2013","서대문구","여자",1597.5,1737.5,1819.5,1871.5,2020,2176.5,2239,2158,2179.5,2291,2375.5,2374.5,2400.5,2439,2529.5,2725,2780,2727.5,2623.5,2308,2244,2325,2299,2432,2639,2713.5,2772,2842,2773,2708,2674.5,2413.5,2314.5,2477.5,2453
"2013","마포구","여자",1833.5,1900.5,1942,2023.5,2155,2336.5,2518,2525.5,2606,2820.5,2963,3198,3459,3552.5,3767.5,4111,4184.5,4075,3988,3570.5,3397,3586,3520.5,3579,3752.5,3763.5,3704.5,3632,3404.5,3217.5,3021,2703,2673.5,2813.5,2721
"2013","양천구","여자",3629.5,3685.5,3734,3769.5,3656.5,3581.5,3545,3260,3083,3061,3013.5,3071.5,3130.5,3210.5,3436,3711.5,3841.5,3749,3747,3443.5,3355.5,3505.5,3555.5,3907,4249.5,4566.5,4947,5204.5,5289.5,5299,5136,4629.5,4537,4649,4399.5
"2013","강서구","여자",3008.5,3182.5,3297.5,3436,3545,3678.5,3820,3674,3654.5,3870,4064.5,4186.5,4365,4649.5,5048.5,5550,5679.5,5698.5,5567.5,5021.5,4674.5,4701,4633,4821,4933,4891,4887.5,4851.5,4735,4663.5,4564,4275.5,4333,4535.5,4401
"2013","구로구","여자",1969,2095.5,2190.5,2303.5,2376,2448,2553.5,2485,2487.5,2713.5,2877,2961.5,3232.5,3424.5,3699,4190.5,4374.5,4358.5,4399.5,3951.5,3678,3726,3597.5,3610.5,3677,3602.5,3482,3426.5,3334,3294.5,3218.5,2987,2999,3068.5,3010.5
"2013","금천구","여자",1235,1286,1343.5,1427.5,1490.5,1542,1589,1562,1519,1545,1621,1708,1701.5,1772.5,1884,2006,2083.5,2007.5,1927.5,1764,1650.5,1708.5,1729.5,1771,1884,1920,1943.5,2009,2015.5,2042.5,2058.5,1958.5,1968,2039,1924.5
"2013","영등포구","여자",1765.5,1829,1927,2010.5,2056.5,2226.5,2392.5,2383.5,2393,2648.5,2844.5,2981,3085.5,3252.5,3428.5,3760,3848.5,3798.5,3749,3394.5,3241.5,3328,3200.5,3169.5,3247.5,3268.5,3273,3232,3162,3081,2982.5,2724,2702,2847.5,2814
"2013","동작구","여자",1884.5,1996,2065,2158.5,2399,2528.5,2700,2777,2898,3104.5,3292.5,3519.5,3714,3841.5,3935,4236.5,4282,4105.5,4069.5,3647,3442.5,3482,3328.5,3411.5,3439.5,3391,3413,3385.5,3252,3177.5,3043,2766.5,2700.5,2959,3013.5
"2013","관악구","여자",2112.5,2308,2381,2448,2719.5,3077,3466,3752,4103.5,4640,5179,5483.5,5636,5595.5,5737,6062.5,5925.5,5608.5,5220.5,4611,4259,4186.5,4055,4041,4050.5,4000,4021,3990.5,3777.5,3708,3615,3316.5,3323.5,3454.5,3367.5
