"행정구역.시군구.별.1.","행정구역.시군구.별.2.","시점","합계"
"경상북도","청송군",2013,3945
"경상북도","청송군",2014,3794
"경상북도","청송군",2015,3689
"경상북도","청송군",2016,3607
"경상북도","청송군",2017,3452
"경상북도","청송군",2018,3235
"경상북도","청송군",2019,3015
"경상북도","청송군",2020,2800
"경상북도","청송군",2021,2609
"경상북도","청송군",2022,2470
"경상북도","영양군",2012,2729
"경상북도","영양군",2013,2685
"경상북도","영양군",2014,2630
"경상북도","영양군",2015,2517
"경상북도","영양군",2016,2396
"경상북도","영양군",2017,2303
"경상북도","영양군",2018,2220
"경상북도","영양군",2019,2105
"경상북도","영양군",2020,1954
"경상북도","영양군",2021,1833
"경상북도","영양군",2022,1748
"경상북도","영덕군",2012,6379
"경상북도","영덕군",2013,6168
"경상북도","영덕군",2014,5956
"경상북도","영덕군",2015,5719
"경상북도","영덕군",2016,5534
"경상북도","영덕군",2017,5338
"경상북도","영덕군",2018,5144
"경상북도","영덕군",2019,4918
"경상북도","영덕군",2020,4568
"경상북도","영덕군",2021,4210
"경상북도","영덕군",2022,3973
"경상북도","청도군",2012,7083
"경상북도","청도군",2013,6807
"경상북도","청도군",2014,6590
"경상북도","청도군",2015,6353
"경상북도","청도군",2016,6134
"경상북도","청도군",2017,5927
"경상북도","청도군",2018,5675
"경상북도","청도군",2019,5431
"경상북도","청도군",2020,5121
"경상북도","청도군",2021,4821
"경상북도","청도군",2022,4606
"경상북도","고령군",2012,6455
"경상북도","고령군",2013,6294
"경상북도","고령군",2014,6123
"경상북도","고령군",2015,5907
"경상북도","고령군",2016,5654
"경상북도","고령군",2017,5440
"경상북도","고령군",2018,5133
"경상북도","고령군",2019,4812
"경상북도","고령군",2020,4440
"경상북도","고령군",2021,4050
"경상북도","고령군",2022,3839
"경상북도","성주군",2012,7789
"경상북도","성주군",2013,7506
"경상북도","성주군",2014,7331
"경상북도","성주군",2015,7133
"경상북도","성주군",2016,6939
"경상북도","성주군",2017,6717
"경상북도","성주군",2018,6381
"경상북도","성주군",2019,5971
"경상북도","성주군",2020,5537
"경상북도","성주군",2021,5165
"경상북도","성주군",2022,4878
"경상북도","칠곡군",2012,30115
"경상북도","칠곡군",2013,30204
"경상북도","칠곡군",2014,30228
"경상북도","칠곡군",2015,30146
"경상북도","칠곡군",2016,29942
"경상북도","칠곡군",2017,29111
"경상북도","칠곡군",2018,27715
"경상북도","칠곡군",2019,26286
"경상북도","칠곡군",2020,24815
"경상북도","칠곡군",2021,23651
"경상북도","칠곡군",2022,22750
"경상북도","예천군",2012,7103
"경상북도","예천군",2013,6815
"경상북도","예천군",2014,6529
"경상북도","예천군",2015,6283
"경상북도","예천군",2016,6325
"경상북도","예천군",2017,6836
"경상북도","예천군",2018,7726
"경상북도","예천군",2019,8453
"경상북도","예천군",2020,8634
"경상북도","예천군",2021,8619
"경상북도","예천군",2022,8656
"경상북도","봉화군",2012,5234
"경상북도","봉화군",2013,5073
"경상북도","봉화군",2014,4984
"경상북도","봉화군",2015,4842
"경상북도","봉화군",2016,4683
"경상북도","봉화군",2017,4506
"경상북도","봉화군",2018,4269
"경상북도","봉화군",2019,3984
"경상북도","봉화군",2020,3642
"경상북도","봉화군",2021,3332
"경상북도","봉화군",2022,3130
"경상북도","울진군",2012,9670
"경상북도","울진군",2013,9471
"경상북도","울진군",2014,9425
"경상북도","울진군",2015,9263
"경상북도","울진군",2016,9036
"경상북도","울진군",2017,8802
"경상북도","울진군",2018,8444
"경상북도","울진군",2019,8046
"경상북도","울진군",2020,7675
"경상북도","울진군",2021,7307
"경상북도","울진군",2022,6968
"경상북도","울릉군",2012,2053
"경상북도","울릉군",2013,1941
"경상북도","울릉군",2014,1832
"경상북도","울릉군",2015,1759
"경상북도","울릉군",2016,1682
"경상북도","울릉군",2017,1615
"경상북도","울릉군",2018,1567
"경상북도","울릉군",2019,1483
"경상북도","울릉군",2020,1355
"경상북도","울릉군",2021,1242
"경상북도","울릉군",2022,1205
"경상남도","진주시",2012,84215
"경상남도","진주시",2013,83448
"경상남도","진주시",2014,82921
"경상남도","진주시",2015,82892
"경상남도","진주시",2016,82726
"경상남도","진주시",2017,81669
"경상남도","진주시",2018,79966
"경상남도","진주시",2019,78351
"경상남도","진주시",2020,76799
"경상남도","진주시",2021,75212
"경상남도","진주시",2022,73458
"경상남도","통영시",2012,32127
"경상남도","통영시",2013,31587
"경상남도","통영시",2014,31211
"경상남도","통영시",2015,30682
"경상남도","통영시",2016,30062
"경상남도","통영시",2017,29033
"경상남도","통영시",2018,27773
"경상남도","통영시",2019,26514
"경상남도","통영시",2020,25063
"경상남도","통영시",2021,23625
"경상남도","통영시",2022,22445
"경상남도","사천시",2012,24722
"경상남도","사천시",2013,24832
"경상남도","사천시",2014,24716
"경상남도","사천시",2015,24164
"경상남도","사천시",2016,23550
"경상남도","사천시",2017,22963
"경상남도","사천시",2018,22399
"경상남도","사천시",2019,21610
"경상남도","사천시",2020,20701
"경상남도","사천시",2021,19984
"경상남도","사천시",2022,19371
"경상남도","김해시",2012,140227
"경상남도","김해시",2013,141249
"경상남도","김해시",2014,142214
"경상남도","김해시",2015,141497
"경상남도","김해시",2016,139758
"경상남도","김해시",2017,137623
"경상남도","김해시",2018,135099
"경상남도","김해시",2019,133240
"경상남도","김해시",2020,130761
"경상남도","김해시",2021,126495
"경상남도","김해시",2022,122414
"경상남도","밀양시",2012,21564
"경상남도","밀양시",2013,20910
"경상남도","밀양시",2014,20298
"경상남도","밀양시",2015,19776
"경상남도","밀양시",2016,19344
"경상남도","밀양시",2017,18780
"경상남도","밀양시",2018,17967
"경상남도","밀양시",2019,17094
"경상남도","밀양시",2020,16330
"경상남도","밀양시",2021,15585
"경상남도","밀양시",2022,14953
"경상남도","거제시",2012,60231
"경상남도","거제시",2013,60979
"경상남도","거제시",2014,62201
"경상남도","거제시",2015,63493
"경상남도","거제시",2016,63984
"경상남도","거제시",2017,62924
"경상남도","거제시",2018,61072
"경상남도","거제시",2019,58993
"경상남도","거제시",2020,56751
"경상남도","거제시",2021,54395
"경상남도","거제시",2022,51988
"경상남도","양산시",2012,71325
"경상남도","양산시",2013,72197
"경상남도","양산시",2014,74191
"경상남도","양산시",2015,75917
"경상남도","양산시",2016,77894
"경상남도","양산시",2017,81303
"경상남도","양산시",2018,83658
"경상남도","양산시",2019,83278
"경상남도","양산시",2020,81602
"경상남도","양산시",2021,79911
"경상남도","양산시",2022,78185
"경상남도","통합창원시",2012,288408
"경상남도","통합창원시",2013,282580
"경상남도","통합창원시",2014,276047
"경상남도","통합창원시",2015,269447
"경상남도","통합창원시",2016,263160
"경상남도","통합창원시",2017,255947
"경상남도","통합창원시",2018,248007
"경상남도","통합창원시",2019,239625
"경상남도","통합창원시",2020,230643
"경상남도","통합창원시",2021,222786
"경상남도","통합창원시",2022,215942
"경상남도","의창구",2012,70063
"경상남도","의창구",2013,69325
"경상남도","의창구",2014,68568
"경상남도","의창구",2015,67169
"경상남도","의창구",2016,64782
"경상남도","의창구",2017,62619
"경상남도","의창구",2018,60641
"경상남도","의창구",2019,59360
"경상남도","의창구",2020,58782
"경상남도","의창구",2021,48753
"경상남도","의창구",2022,45440
"경상남도","성산구",2012,74066
"경상남도","성산구",2013,72135
"경상남도","성산구",2014,69740
"경상남도","성산구",2015,67221
"경상남도","성산구",2016,64998
"경상남도","성산구",2017,62691
"경상남도","성산구",2018,60420
"경상남도","성산구",2019,57622
"경상남도","성산구",2020,54014
"경상남도","성산구",2021,59237
"경상남도","성산구",2022,58024
"경상남도","마산합포구",2012,43304
"경상남도","마산합포구",2013,42015
"경상남도","마산합포구",2014,40856
"경상남도","마산합포구",2015,39889
"경상남도","마산합포구",2016,39103
"경상남도","마산합포구",2017,38361
"경상남도","마산합포구",2018,37242
"경상남도","마산합포구",2019,35690
"경상남도","마산합포구",2020,34058
"경상남도","마산합포구",2021,33777
"경상남도","마산합포구",2022,33837
"경상남도","마산회원구",2012,56281
"경상남도","마산회원구",2013,54676
"경상남도","마산회원구",2014,52913
"경상남도","마산회원구",2015,50960
"경상남도","마산회원구",2016,49691
"경상남도","마산회원구",2017,47707
"경상남도","마산회원구",2018,45049
"경상남도","마산회원구",2019,42565
"경상남도","마산회원구",2020,40355
"경상남도","마산회원구",2021,38373
"경상남도","마산회원구",2022,36582
"경상남도","진해구",2012,44724
"경상남도","진해구",2013,44468
"경상남도","진해구",2014,44006
"경상남도","진해구",2015,44249
"경상남도","진해구",2016,44620
"경상남도","진해구",2017,44607
"경상남도","진해구",2018,44686
"경상남도","진해구",2019,44417
"경상남도","진해구",2020,43464
"경상남도","진해구",2021,42688
"경상남도","진해구",2022,42094
"경상남도","의령군",2012,4795
"경상남도","의령군",2013,4606
"경상남도","의령군",2014,4403
"경상남도","의령군",2015,4287
"경상남도","의령군",2016,4123
"경상남도","의령군",2017,3954
"경상남도","의령군",2018,3800
"경상남도","의령군",2019,3615
"경상남도","의령군",2020,3402
"경상남도","의령군",2021,3164
"경상남도","의령군",2022,2945
"경상남도","함안군",2012,13629
"경상남도","함안군",2013,13571
"경상남도","함안군",2014,13620
"경상남도","함안군",2015,13643
"경상남도","함안군",2016,13421
"경상남도","함안군",2017,13026
"경상남도","함안군",2018,12455
"경상남도","함안군",2019,11784
"경상남도","함안군",2020,11040
"경상남도","함안군",2021,10238
"경상남도","함안군",2022,9586
"경상남도","창녕군",2012,10938
"경상남도","창녕군",2013,10805
"경상남도","창녕군",2014,10637
"경상남도","창녕군",2015,10476
"경상남도","창녕군",2016,10360
"경상남도","창녕군",2017,10171
"경상남도","창녕군",2018,9810
"경상남도","창녕군",2019,9260
"경상남도","창녕군",2020,8723
"경상남도","창녕군",2021,8211
"경상남도","창녕군",2022,7591
"경상남도","고성군",2012,10294
"경상남도","고성군",2013,10028
"경상남도","고성군",2014,9737
"경상남도","고성군",2015,9400
"경상남도","고성군",2016,9045
"경상남도","고성군",2017,8710
"경상남도","고성군",2018,8339
"경상남도","고성군",2019,7872
"경상남도","고성군",2020,7375
"경상남도","고성군",2021,6906
"경상남도","고성군",2022,6634
"경상남도","남해군",2012,7966
"경상남도","남해군",2013,7383
"경상남도","남해군",2014,7054
"경상남도","남해군",2015,6746
"경상남도","남해군",2016,6433
"경상남도","남해군",2017,6164
"경상남도","남해군",2018,5936
"경상남도","남해군",2019,5714
"경상남도","남해군",2020,5455
"경상남도","남해군",2021,5139
"경상남도","남해군",2022,4854
"경상남도","하동군",2012,9155
"경상남도","하동군",2013,8446
"경상남도","하동군",2014,8102
"경상남도","하동군",2015,7992
"경상남도","하동군",2016,7933
"경상남도","하동군",2017,7558
"경상남도","하동군",2018,7022
"경상남도","하동군",2019,6458
"경상남도","하동군",2020,5831
"경상남도","하동군",2021,5213
"경상남도","하동군",2022,4790
"경상남도","산청군",2012,5532
"경상남도","산청군",2013,5435
"경상남도","산청군",2014,5341
"경상남도","산청군",2015,5258
"경상남도","산청군",2016,5173
"경상남도","산청군",2017,5085
"경상남도","산청군",2018,4907
"경상남도","산청군",2019,4579
"경상남도","산청군",2020,4243
"경상남도","산청군",2021,3949
"경상남도","산청군",2022,3727
"경상남도","함양군",2012,6920
"경상남도","함양군",2013,6760
"경상남도","함양군",2014,6642
"경상남도","함양군",2015,6502
"경상남도","함양군",2016,6363
"경상남도","함양군",2017,6219
"경상남도","함양군",2018,6070
"경상남도","함양군",2019,5813
"경상남도","함양군",2020,5449
"경상남도","함양군",2021,5119
"경상남도","함양군",2022,4846
"경상남도","거창군",2012,12371
"경상남도","거창군",2013,12191
"경상남도","거창군",2014,12101
"경상남도","거창군",2015,12006
"경상남도","거창군",2016,11825
"경상남도","거창군",2017,11504
"경상남도","거창군",2018,11076
"경상남도","거창군",2019,10645
"경상남도","거창군",2020,10213
"경상남도","거창군",2021,9812
"경상남도","거창군",2022,9466
"경상남도","합천군",2012,7572
"경상남도","합천군",2013,7465
"경상남도","합천군",2014,7429
"경상남도","합천군",2015,7126
"경상남도","합천군",2016,6682
"경상남도","합천군",2017,6283
"경상남도","합천군",2018,5843
"경상남도","합천군",2019,5482
"경상남도","합천군",2020,5090
"경상남도","합천군",2021,4644
"경상남도","합천군",2022,4340
"제주특별자치도","제주시",2012,108298
"제주특별자치도","제주시",2013,109265
"제주특별자치도","제주시",2014,110926
"제주특별자치도","제주시",2015,113017
"제주특별자치도","제주시",2016,114776
"제주특별자치도","제주시",2017,115557
"제주특별자치도","제주시",2018,115815
"제주특별자치도","제주시",2019,115454
"제주특별자치도","제주시",2020,114367
"제주특별자치도","제주시",2021,112982
"제주특별자치도","제주시",2022,111291
"제주특별자치도","서귀포시",2012,33871
"제주특별자치도","서귀포시",2013,33696
"제주특별자치도","서귀포시",2014,33816
"제주특별자치도","서귀포시",2015,34580
"제주특별자치도","서귀포시",2016,35700
"제주특별자치도","서귀포시",2017,36975
"제주특별자치도","서귀포시",2018,37760
"제주특별자치도","서귀포시",2019,37426
"제주특별자치도","서귀포시",2020,36638
"제주특별자치도","서귀포시",2021,36087
"제주특별자치도","서귀포시",2022,35795
