구별,2020
종로구,0.522
중구,0.688
용산구,0.634
성동구,0.783
광진구,0.527
동대문구,0.699
중랑구,0.66
성북구,0.676
강북구,0.55
도봉구,0.601
노원구,0.695
은평구,0.623
서대문구,0.685
마포구,0.594
양천구,0.644
강서구,0.675
구로구,0.737
금천구,0.668
영등포구,0.705
동작구,0.655
관악구,0.474
서초구,0.656
강남구,0.537
송파구,0.665
강동구,0.748
