"시군구별(1)","시군구별(2)",시점,합계출산율
"인천광역시","동구",2014,1.156
"인천광역시","동구",2015,1.325
"인천광역시","동구",2016,1.185
"인천광역시","동구",2017,1.039
"인천광역시","동구",2018,1.005
"인천광역시","동구",2019,0.995
"인천광역시","동구",2020,0.697
"인천광역시","동구",2021,0.688
"인천광역시","동구",2022 p),0.680
"인천광역시","남구",2012,1.205
"인천광역시","남구",2013,1.107
"인천광역시","남구",2014,1.106
"인천광역시","남구",2015,1.127
"인천광역시","남구",2016,1.068
"인천광역시","남구",2017,1.027
"인천광역시","남구",2018,-
"인천광역시","남구",2019,-
"인천광역시","남구",2020,-
"인천광역시","남구",2021,-
"인천광역시","남구",2022 p),-
"인천광역시","연수구",2012,1.284
"인천광역시","연수구",2013,1.210
"인천광역시","연수구",2014,1.234
"인천광역시","연수구",2015,1.215
"인천광역시","연수구",2016,1.135
"인천광역시","연수구",2017,1.064
"인천광역시","연수구",2018,1.059
"인천광역시","연수구",2019,1.013
"인천광역시","연수구",2020,0.946
"인천광역시","연수구",2021,0.902
"인천광역시","연수구",2022 p),0.850
"인천광역시","남동구",2012,1.333
"인천광역시","남동구",2013,1.183
"인천광역시","남동구",2014,1.209
"인천광역시","남동구",2015,1.240
"인천광역시","남동구",2016,1.163
"인천광역시","남동구",2017,1.008
"인천광역시","남동구",2018,1.006
"인천광역시","남동구",2019,0.915
"인천광역시","남동구",2020,0.808
"인천광역시","남동구",2021,0.723
"인천광역시","남동구",2022 p),0.660
"인천광역시","부평구",2012,1.205
"인천광역시","부평구",2013,1.139
"인천광역시","부평구",2014,1.183
"인천광역시","부평구",2015,1.177
"인천광역시","부평구",2016,1.113
"인천광역시","부평구",2017,0.977
"인천광역시","부평구",2018,0.954
"인천광역시","부평구",2019,0.839
"인천광역시","부평구",2020,0.713
"인천광역시","부평구",2021,0.667
"인천광역시","부평구",2022 p),0.670
"인천광역시","계양구",2012,1.300
"인천광역시","계양구",2013,1.142
"인천광역시","계양구",2014,1.166
"인천광역시","계양구",2015,1.126
"인천광역시","계양구",2016,1.047
"인천광역시","계양구",2017,0.882
"인천광역시","계양구",2018,0.904
"인천광역시","계양구",2019,0.829
"인천광역시","계양구",2020,0.669
"인천광역시","계양구",2021,0.685
"인천광역시","계양구",2022 p),0.630
"인천광역시","서구",2012,1.485
"인천광역시","서구",2013,1.384
"인천광역시","서구",2014,1.362
"인천광역시","서구",2015,1.350
"인천광역시","서구",2016,1.280
"인천광역시","서구",2017,1.058
"인천광역시","서구",2018,1.119
"인천광역시","서구",2019,1.077
"인천광역시","서구",2020,0.950
"인천광역시","서구",2021,0.893
"인천광역시","서구",2022 p),0.870
"인천광역시","강화군",2012,1.136
"인천광역시","강화군",2013,0.991
"인천광역시","강화군",2014,1.102
"인천광역시","강화군",2015,1.081
"인천광역시","강화군",2016,1.114
"인천광역시","강화군",2017,0.989
"인천광역시","강화군",2018,1.064
"인천광역시","강화군",2019,1.251
"인천광역시","강화군",2020,1.312
"인천광역시","강화군",2021,1.166
"인천광역시","강화군",2022 p),1.120
"인천광역시","옹진군",2012,1.770
"인천광역시","옹진군",2013,1.352
"인천광역시","옹진군",2014,1.387
"인천광역시","옹진군",2015,1.339
"인천광역시","옹진군",2016,1.395
"인천광역시","옹진군",2017,1.186
"인천광역시","옹진군",2018,1.341
"인천광역시","옹진군",2019,1.293
"인천광역시","옹진군",2020,1.125
"인천광역시","옹진군",2021,1.050
"인천광역시","옹진군",2022 p),1.000
"인천광역시","미추홀구",2012,-
"인천광역시","미추홀구",2013,-
"인천광역시","미추홀구",2014,-
"인천광역시","미추홀구",2015,-
"인천광역시","미추홀구",2016,-
"인천광역시","미추홀구",2017,-
"인천광역시","미추홀구",2018,0.951
"인천광역시","미추홀구",2019,0.878
"인천광역시","미추홀구",2020,0.798
"인천광역시","미추홀구",2021,0.713
"인천광역시","미추홀구",2022 p),0.670
"광주광역시","소계",2012,1.295
"광주광역시","소계",2013,1.170
"광주광역시","소계",2014,1.199
"광주광역시","소계",2015,1.207
"광주광역시","소계",2016,1.168
"광주광역시","소계",2017,1.053
"광주광역시","소계",2018,0.972
"광주광역시","소계",2019,0.913
"광주광역시","소계",2020,0.811
"광주광역시","소계",2021,0.896
"광주광역시","소계",2022 p),0.840
"광주광역시","동구",2012,1.267
"광주광역시","동구",2013,1.170
"광주광역시","동구",2014,1.258
"광주광역시","동구",2015,1.072
"광주광역시","동구",2016,0.939
"광주광역시","동구",2017,0.925
"광주광역시","동구",2018,0.831
"광주광역시","동구",2019,0.803
"광주광역시","동구",2020,0.802
"광주광역시","동구",2021,0.986
"광주광역시","동구",2022 p),0.960
"광주광역시","서구",2012,1.196
"광주광역시","서구",2013,1.095
"광주광역시","서구",2014,1.077
"광주광역시","서구",2015,1.030
"광주광역시","서구",2016,1.054
"광주광역시","서구",2017,0.977
"광주광역시","서구",2018,0.873
"광주광역시","서구",2019,0.826
"광주광역시","서구",2020,0.712
"광주광역시","서구",2021,0.725
"광주광역시","서구",2022 p),0.700
"광주광역시","남구",2012,1.121
"광주광역시","남구",2013,0.960
"광주광역시","남구",2014,1.005
"광주광역시","남구",2015,1.089
"광주광역시","남구",2016,1.002
"광주광역시","남구",2017,0.951
"광주광역시","남구",2018,0.880
"광주광역시","남구",2019,0.861
"광주광역시","남구",2020,0.753
"광주광역시","남구",2021,0.843
"광주광역시","남구",2022 p),0.810
"광주광역시","북구",2012,1.208
"광주광역시","북구",2013,1.082
"광주광역시","북구",2014,1.166
"광주광역시","북구",2015,1.235
"광주광역시","북구",2016,1.152
"광주광역시","북구",2017,1.051
"광주광역시","북구",2018,0.992
"광주광역시","북구",2019,0.922
"광주광역시","북구",2020,0.827
"광주광역시","북구",2021,0.950
"광주광역시","북구",2022 p),0.850
"광주광역시","광산구",2012,1.613
"광주광역시","광산구",2013,1.465
"광주광역시","광산구",2014,1.448
"광주광역시","광산구",2015,1.427
"광주광역시","광산구",2016,1.426
"광주광역시","광산구",2017,1.211
"광주광역시","광산구",2018,1.119
"광주광역시","광산구",2019,1.028
"광주광역시","광산구",2020,0.900
"광주광역시","광산구",2021,0.972
"광주광역시","광산구",2022 p),0.930
"대전광역시","소계",2012,1.315
"대전광역시","소계",2013,1.234
"대전광역시","소계",2014,1.250
"대전광역시","소계",2015,1.277
"대전광역시","소계",2016,1.192
"대전광역시","소계",2017,1.075
"대전광역시","소계",2018,0.952
"대전광역시","소계",2019,0.883
"대전광역시","소계",2020,0.805
"대전광역시","소계",2021,0.810
"대전광역시","소계",2022 p),0.840
"대전광역시","동구",2012,1.320
"대전광역시","동구",2013,1.250
"대전광역시","동구",2014,1.215
"대전광역시","동구",2015,1.258
"대전광역시","동구",2016,1.131
"대전광역시","동구",2017,1.031
"대전광역시","동구",2018,0.903
"대전광역시","동구",2019,0.867
"대전광역시","동구",2020,0.787
"대전광역시","동구",2021,0.819
"대전광역시","동구",2022 p),0.790
"대전광역시","중구",2012,1.234
"대전광역시","중구",2013,1.128
"대전광역시","중구",2014,1.188
"대전광역시","중구",2015,1.165
"대전광역시","중구",2016,1.068
"대전광역시","중구",2017,0.946
"대전광역시","중구",2018,0.882
"대전광역시","중구",2019,0.812
"대전광역시","중구",2020,0.697
"대전광역시","중구",2021,0.727
"대전광역시","중구",2022 p),0.710
"대전광역시","서구",2012,1.231
"대전광역시","서구",2013,1.164
"대전광역시","서구",2014,1.169
"대전광역시","서구",2015,1.223
"대전광역시","서구",2016,1.141
"대전광역시","서구",2017,1.012
"대전광역시","서구",2018,0.903
"대전광역시","서구",2019,0.839
"대전광역시","서구",2020,0.785
"대전광역시","서구",2021,0.755
"대전광역시","서구",2022 p),0.800
"대전광역시","유성구",2012,1.518
"대전광역시","유성구",2013,1.391
"대전광역시","유성구",2014,1.434
"대전광역시","유성구",2015,1.463
"대전광역시","유성구",2016,1.379
"대전광역시","유성구",2017,1.274
"대전광역시","유성구",2018,1.083
"대전광역시","유성구",2019,0.987
"대전광역시","유성구",2020,0.906
"대전광역시","유성구",2021,0.909
"대전광역시","유성구",2022 p),0.960
"대전광역시","대덕구",2012,1.302
"대전광역시","대덕구",2013,1.276
"대전광역시","대덕구",2014,1.259
"대전광역시","대덕구",2015,1.216
"대전광역시","대덕구",2016,1.160
"대전광역시","대덕구",2017,1.012
"대전광역시","대덕구",2018,0.906
"대전광역시","대덕구",2019,0.849
"대전광역시","대덕구",2020,0.752
"대전광역시","대덕구",2021,0.806
"대전광역시","대덕구",2022 p),0.910
"울산광역시","소계",2012,1.481
"울산광역시","소계",2013,1.391
"울산광역시","소계",2014,1.437
"울산광역시","소계",2015,1.486
"울산광역시","소계",2016,1.418
"울산광역시","소계",2017,1.261
"울산광역시","소계",2018,1.131
"울산광역시","소계",2019,1.084
"울산광역시","소계",2020,0.984
"울산광역시","소계",2021,0.940
"울산광역시","소계",2022 p),0.850
"울산광역시","중구",2012,1.284
"울산광역시","중구",2013,1.189
"울산광역시","중구",2014,1.245
"울산광역시","중구",2015,1.327
"울산광역시","중구",2016,1.356
"울산광역시","중구",2017,1.196
"울산광역시","중구",2018,1.029
"울산광역시","중구",2019,0.894
"울산광역시","중구",2020,0.770
"울산광역시","중구",2021,0.773
"울산광역시","중구",2022 p),0.650
"울산광역시","남구",2012,1.339
"울산광역시","남구",2013,1.250
"울산광역시","남구",2014,1.308
"울산광역시","남구",2015,1.356
"울산광역시","남구",2016,1.261
"울산광역시","남구",2017,1.115
"울산광역시","남구",2018,1.000
"울산광역시","남구",2019,0.934
"울산광역시","남구",2020,0.876
"울산광역시","남구",2021,0.872
"울산광역시","남구",2022 p),0.800
"울산광역시","동구",2012,1.642
"울산광역시","동구",2013,1.572
"울산광역시","동구",2014,1.655
"울산광역시","동구",2015,1.622
"울산광역시","동구",2016,1.583
"울산광역시","동구",2017,1.437
"울산광역시","동구",2018,1.183
"울산광역시","동구",2019,1.076
"울산광역시","동구",2020,0.882
"울산광역시","동구",2021,0.866
"울산광역시","동구",2022 p),0.730
"울산광역시","북구",2012,1.669
"울산광역시","북구",2013,1.572
"울산광역시","북구",2014,1.564
"울산광역시","북구",2015,1.695
"울산광역시","북구",2016,1.604
"울산광역시","북구",2017,1.385
"울산광역시","북구",2018,1.327
"울산광역시","북구",2019,1.374
"울산광역시","북구",2020,1.254
"울산광역시","북구",2021,1.108
"울산광역시","북구",2022 p),1.010
"울산광역시","울주군",2012,1.627
"울산광역시","울주군",2013,1.526
"울산광역시","울주군",2014,1.563
"울산광역시","울주군",2015,1.579
"울산광역시","울주군",2016,1.442
"울산광역시","울주군",2017,1.312
"울산광역시","울주군",2018,1.236
"울산광역시","울주군",2019,1.226
"울산광역시","울주군",2020,1.157
"울산광역시","울주군",2021,1.098
"울산광역시","울주군",2022 p),1.030
"세종특별자치시","소계",2012,1.597
"세종특별자치시","소계",2013,1.435
"세종특별자치시","소계",2014,1.354
"세종특별자치시","소계",2015,1.893
"세종특별자치시","소계",2016,1.821
"세종특별자치시","소계",2017,1.668
"세종특별자치시","소계",2018,1.566
"세종특별자치시","소계",2019,1.472
"세종특별자치시","소계",2020,1.277
"세종특별자치시","소계",2021,1.277
"세종특별자치시","소계",2022 p),1.120
"세종특별자치시","세종시",2012,1.597
"세종특별자치시","세종시",2013,1.435
"세종특별자치시","세종시",2014,1.354
"세종특별자치시","세종시",2015,1.893
"세종특별자치시","세종시",2016,1.821
"세종특별자치시","세종시",2017,1.668
"세종특별자치시","세종시",2018,1.566
"세종특별자치시","세종시",2019,1.472
"세종특별자치시","세종시",2020,1.277
"세종특별자치시","세종시",2021,1.277
"세종특별자치시","세종시",2022 p),1.120
"경기도","소계",2012,1.355
"경기도","소계",2013,1.226
"경기도","소계",2014,1.241
"경기도","소계",2015,1.272
"경기도","소계",2016,1.194
"경기도","소계",2017,1.069
"경기도","소계",2018,1.002
"경기도","소계",2019,0.943
"경기도","소계",2020,0.878
"경기도","소계",2021,0.853
"경기도","소계",2022 p),0.840
"경기도","수원시",2012,1.335
"경기도","수원시",2013,1.230
"경기도","수원시",2014,1.247
"경기도","수원시",2015,1.292
"경기도","수원시",2016,1.190
"경기도","수원시",2017,1.044
"경기도","수원시",2018,0.985
"경기도","수원시",2019,0.890
"경기도","수원시",2020,0.796
"경기도","수원시",2021,0.768
"경기도","수원시",2022 p),0.760
"경기도","장안구",2012,1.228
"경기도","장안구",2013,1.173
"경기도","장안구",2014,1.183
"경기도","장안구",2015,1.247
"경기도","장안구",2016,1.061
"경기도","장안구",2017,0.954
"경기도","장안구",2018,0.855
"경기도","장안구",2019,0.773
"경기도","장안구",2020,0.714
"경기도","장안구",2021,0.628
"경기도","장안구",2022 p),0.650
"경기도","권선구",2012,1.362
"경기도","권선구",2013,1.206
"경기도","권선구",2014,1.230
"경기도","권선구",2015,1.291
"경기도","권선구",2016,1.238
"경기도","권선구",2017,1.097
"경기도","권선구",2018,1.067
"경기도","권선구",2019,0.941
"경기도","권선구",2020,0.837
"경기도","권선구",2021,0.787
"경기도","권선구",2022 p),0.800
"경기도","팔달구",2012,1.172
"경기도","팔달구",2013,1.078
"경기도","팔달구",2014,1.057
"경기도","팔달구",2015,1.039
"경기도","팔달구",2016,1.007
"경기도","팔달구",2017,0.856
"경기도","팔달구",2018,0.774
"경기도","팔달구",2019,0.664
"경기도","팔달구",2020,0.617
"경기도","팔달구",2021,0.665
"경기도","팔달구",2022 p),0.680
"경기도","영통구",2012,1.516
"경기도","영통구",2013,1.403
"경기도","영통구",2014,1.428
"경기도","영통구",2015,1.465
"경기도","영통구",2016,1.328
"경기도","영통구",2017,1.147
"경기도","영통구",2018,1.082
"경기도","영통구",2019,1.001
"경기도","영통구",2020,0.871
"경기도","영통구",2021,0.868
"경기도","영통구",2022 p),0.830
"경기도","성남시",2012,1.186
"경기도","성남시",2013,1.110
"경기도","성남시",2014,1.114
"경기도","성남시",2015,1.159
"경기도","성남시",2016,1.110
"경기도","성남시",2017,1.005
"경기도","성남시",2018,0.910
"경기도","성남시",2019,0.852
"경기도","성남시",2020,0.767
"경기도","성남시",2021,0.763
"경기도","성남시",2022 p),0.760
"경기도","수정구",2012,1.172
"경기도","수정구",2013,1.038
"경기도","수정구",2014,1.093
"경기도","수정구",2015,1.116
"경기도","수정구",2016,1.140
"경기도","수정구",2017,1.016
"경기도","수정구",2018,0.955
"경기도","수정구",2019,0.882
"경기도","수정구",2020,0.793
"경기도","수정구",2021,0.772
"경기도","수정구",2022 p),0.800
"경기도","중원구",2012,1.103
"경기도","중원구",2013,1.034
"경기도","중원구",2014,1.012
"경기도","중원구",2015,1.096
"경기도","중원구",2016,1.069
"경기도","중원구",2017,1.008
"경기도","중원구",2018,0.857
"경기도","중원구",2019,0.838
"경기도","중원구",2020,0.758
"경기도","중원구",2021,0.737
"경기도","중원구",2022 p),0.700
"경기도","분당구",2012,1.236
"경기도","분당구",2013,1.184
"경기도","분당구",2014,1.176
"경기도","분당구",2015,1.208
"경기도","분당구",2016,1.114
"경기도","분당구",2017,0.998
"경기도","분당구",2018,0.911
"경기도","분당구",2019,0.841
"경기도","분당구",2020,0.756
"경기도","분당구",2021,0.768
"경기도","분당구",2022 p),0.770
"경기도","의정부시",2012,1.201
"경기도","의정부시",2013,1.080
"경기도","의정부시",2014,1.081
"경기도","의정부시",2015,1.104
"경기도","의정부시",2016,1.049
"경기도","의정부시",2017,0.947
"경기도","의정부시",2018,0.905
"경기도","의정부시",2019,0.847
"경기도","의정부시",2020,0.795
"경기도","의정부시",2021,0.781
"경기도","의정부시",2022 p),0.760
"경기도","안양시",2012,1.192
"경기도","안양시",2013,1.111
"경기도","안양시",2014,1.143
"경기도","안양시",2015,1.177
"경기도","안양시",2016,1.112
"경기도","안양시",2017,0.985
"경기도","안양시",2018,1.006
"경기도","안양시",2019,0.980
"경기도","안양시",2020,0.870
"경기도","안양시",2021,0.885
"경기도","안양시",2022 p),0.900
"경기도","만안구",2012,1.144
"경기도","만안구",2013,1.047
"경기도","만안구",2014,1.063
"경기도","만안구",2015,1.089
"경기도","만안구",2016,1.100
"경기도","만안구",2017,0.955
"경기도","만안구",2018,0.998
"경기도","만안구",2019,0.972
"경기도","만안구",2020,0.862
"경기도","만안구",2021,0.856
"경기도","만안구",2022 p),0.840
"경기도","동안구",2012,1.227
"경기도","동안구",2013,1.157
"경기도","동안구",2014,1.199
"경기도","동안구",2015,1.238
"경기도","동안구",2016,1.120
"경기도","동안구",2017,1.007
"경기도","동안구",2018,1.012
"경기도","동안구",2019,0.986
"경기도","동안구",2020,0.876
"경기도","동안구",2021,0.907
"경기도","동안구",2022 p),0.940
"경기도","부천시",2012,1.189
"경기도","부천시",2013,1.053
"경기도","부천시",2014,1.089
"경기도","부천시",2015,1.072
"경기도","부천시",2016,1.019
"경기도","부천시",2017,0.977
"경기도","부천시",2018,0.896
"경기도","부천시",2019,0.807
"경기도","부천시",2020,0.745
"경기도","부천시",2021,0.707
"경기도","부천시",2022 p),0.700
"경기도","원미구",2012,1.163
"경기도","원미구",2013,1.061
"경기도","원미구",2014,1.095
"경기도","원미구",2015,1.107
"경기도","원미구",2016,-
"경기도","원미구",2017,-
"경기도","원미구",2018,-
"경기도","원미구",2019,-
"경기도","원미구",2020,-
"경기도","원미구",2021,-
"경기도","원미구",2022 p),-
"경기도","소사구",2012,1.195
"경기도","소사구",2013,1.053
"경기도","소사구",2014,1.087
"경기도","소사구",2015,1.041
"경기도","소사구",2016,-
"경기도","소사구",2017,-
"경기도","소사구",2018,-
"경기도","소사구",2019,-
"경기도","소사구",2020,-
"경기도","소사구",2021,-
"경기도","소사구",2022 p),-
"경기도","오정구",2012,1.252
"경기도","오정구",2013,1.029
"경기도","오정구",2014,1.072
"경기도","오정구",2015,1.010
"경기도","오정구",2016,-
"경기도","오정구",2017,-
"경기도","오정구",2018,-
"경기도","오정구",2019,-
"경기도","오정구",2020,-
"경기도","오정구",2021,-
"경기도","오정구",2022 p),-
"경기도","광명시",2012,1.366
"경기도","광명시",2013,1.198
"경기도","광명시",2014,1.170
"경기도","광명시",2015,1.235
"경기도","광명시",2016,1.126
"경기도","광명시",2017,0.978
"경기도","광명시",2018,0.925
"경기도","광명시",2019,0.840
"경기도","광명시",2020,0.823
"경기도","광명시",2021,0.867
"경기도","광명시",2022 p),0.810
"경기도","평택시",2012,1.532
"경기도","평택시",2013,1.409
"경기도","평택시",2014,1.435
"경기도","평택시",2015,1.469
"경기도","평택시",2016,1.366
"경기도","평택시",2017,1.254
"경기도","평택시",2018,1.144
"경기도","평택시",2019,1.102
"경기도","평택시",2020,1.061
"경기도","평택시",2021,1.025
"경기도","평택시",2022 p),1.030
"경기도","동두천시",2012,1.331
"경기도","동두천시",2013,1.293
"경기도","동두천시",2014,1.293
"경기도","동두천시",2015,1.292
"경기도","동두천시",2016,1.261
"경기도","동두천시",2017,1.078
"경기도","동두천시",2018,0.879
"경기도","동두천시",2019,0.854
"경기도","동두천시",2020,0.809
"경기도","동두천시",2021,0.738
"경기도","동두천시",2022 p),0.760
"경기도","안산시",2012,1.284
"경기도","안산시",2013,1.183
"경기도","안산시",2014,1.185
"경기도","안산시",2015,1.219
"경기도","안산시",2016,1.106
"경기도","안산시",2017,0.983
"경기도","안산시",2018,0.879
"경기도","안산시",2019,0.887
"경기도","안산시",2020,0.869
"경기도","안산시",2021,0.836
"경기도","안산시",2022 p),0.810
"경기도","상록구",2012,1.272
"경기도","상록구",2013,1.221
"경기도","상록구",2014,1.203
"경기도","상록구",2015,1.268
"경기도","상록구",2016,1.138
"경기도","상록구",2017,0.990
"경기도","상록구",2018,0.896
"경기도","상록구",2019,0.858
"경기도","상록구",2020,0.804
"경기도","상록구",2021,0.791
"경기도","상록구",2022 p),0.720
"경기도","단원구",2012,1.297
"경기도","단원구",2013,1.139
"경기도","단원구",2014,1.164
"경기도","단원구",2015,1.159
"경기도","단원구",2016,1.067
"경기도","단원구",2017,0.974
"경기도","단원구",2018,0.859
"경기도","단원구",2019,0.919
"경기도","단원구",2020,0.939
"경기도","단원구",2021,0.883
"경기도","단원구",2022 p),0.900
"경기도","고양시",2012,1.211
"경기도","고양시",2013,1.087
"경기도","고양시",2014,1.111
"경기도","고양시",2015,1.161
"경기도","고양시",2016,1.071
"경기도","고양시",2017,0.960
"경기도","고양시",2018,0.846
"경기도","고양시",2019,0.802
"경기도","고양시",2020,0.788
"경기도","고양시",2021,0.786
"경기도","고양시",2022 p),0.790
"경기도","덕양구",2012,1.278
"경기도","덕양구",2013,1.132
"경기도","덕양구",2014,1.191
"경기도","덕양구",2015,1.239
"경기도","덕양구",2016,1.176
"경기도","덕양구",2017,1.040
"경기도","덕양구",2018,0.898
"경기도","덕양구",2019,0.889
"경기도","덕양구",2020,0.879
"경기도","덕양구",2021,0.865
"경기도","덕양구",2022 p),0.890
"경기도","일산구",2012,-
"경기도","일산구",2013,-
"경기도","일산구",2014,-
"경기도","일산구",2015,-
"경기도","일산구",2016,-
"경기도","일산구",2017,-
"경기도","일산구",2018,-
"경기도","일산구",2019,-
"경기도","일산구",2020,-
"경기도","일산구",2021,-
"경기도","일산구",2022 p),-
"경기도","일산동구",2012,1.076
"경기도","일산동구",2013,0.993
"경기도","일산동구",2014,1.004
"경기도","일산동구",2015,1.041
"경기도","일산동구",2016,0.912
"경기도","일산동구",2017,0.873
"경기도","일산동구",2018,0.788
"경기도","일산동구",2019,0.681
"경기도","일산동구",2020,0.663
"경기도","일산동구",2021,0.668
"경기도","일산동구",2022 p),0.650
"경기도","일산서구",2012,1.268
"경기도","일산서구",2013,1.132
"경기도","일산서구",2014,1.115
"경기도","일산서구",2015,1.175
"경기도","일산서구",2016,1.076
"경기도","일산서구",2017,0.932
"경기도","일산서구",2018,0.829
"경기도","일산서구",2019,0.794
"경기도","일산서구",2020,0.766
"경기도","일산서구",2021,0.771
"경기도","일산서구",2022 p),0.740
"경기도","과천시",2012,1.204
"경기도","과천시",2013,1.184
"경기도","과천시",2014,1.121
"경기도","과천시",2015,1.099
"경기도","과천시",2016,0.982
"경기도","과천시",2017,0.855
"경기도","과천시",2018,0.796
"경기도","과천시",2019,0.780
"경기도","과천시",2020,0.993
"경기도","과천시",2021,1.057
"경기도","과천시",2022 p),1.020
"경기도","구리시",2012,1.263
"경기도","구리시",2013,1.153
"경기도","구리시",2014,1.055
"경기도","구리시",2015,1.159
"경기도","구리시",2016,1.034
"경기도","구리시",2017,0.979
"경기도","구리시",2018,0.955
"경기도","구리시",2019,0.872
"경기도","구리시",2020,0.784
"경기도","구리시",2021,0.732
"경기도","구리시",2022 p),0.730
"경기도","남양주시",2012,1.380
"경기도","남양주시",2013,1.240
"경기도","남양주시",2014,1.226
"경기도","남양주시",2015,1.255
"경기도","남양주시",2016,1.190
"경기도","남양주시",2017,1.043
"경기도","남양주시",2018,0.988
"경기도","남양주시",2019,0.908
"경기도","남양주시",2020,0.868
"경기도","남양주시",2021,0.834
"경기도","남양주시",2022 p),0.820
"경기도","오산시",2012,1.683
"경기도","오산시",2013,1.469
"경기도","오산시",2014,1.501
"경기도","오산시",2015,1.458
"경기도","오산시",2016,1.375
"경기도","오산시",2017,1.210
"경기도","오산시",2018,1.130
"경기도","오산시",2019,1.040
"경기도","오산시",2020,0.919
"경기도","오산시",2021,0.869
"경기도","오산시",2022 p),0.830
"경기도","시흥시",2012,1.449
"경기도","시흥시",2013,1.289
"경기도","시흥시",2014,1.237
"경기도","시흥시",2015,1.306
"경기도","시흥시",2016,1.202
"경기도","시흥시",2017,1.083
"경기도","시흥시",2018,1.140
"경기도","시흥시",2019,1.081
"경기도","시흥시",2020,0.979
"경기도","시흥시",2021,0.979
"경기도","시흥시",2022 p),0.930
"경기도","군포시",2012,1.535
"경기도","군포시",2013,1.352
"경기도","군포시",2014,1.418
"경기도","군포시",2015,1.422
"경기도","군포시",2016,1.339
"경기도","군포시",2017,1.105
"경기도","군포시",2018,1.058
"경기도","군포시",2019,1.046
"경기도","군포시",2020,0.912
"경기도","군포시",2021,0.852
"경기도","군포시",2022 p),0.860
"경기도","의왕시",2012,1.378
"경기도","의왕시",2013,1.312
"경기도","의왕시",2014,1.225
"경기도","의왕시",2015,1.209
"경기도","의왕시",2016,1.130
"경기도","의왕시",2017,0.912
"경기도","의왕시",2018,0.885
"경기도","의왕시",2019,0.924
"경기도","의왕시",2020,0.886
"경기도","의왕시",2021,0.921
"경기도","의왕시",2022 p),0.850
"경기도","하남시",2012,1.174
"경기도","하남시",2013,1.057
"경기도","하남시",2014,1.094
"경기도","하남시",2015,1.076
"경기도","하남시",2016,1.152
"경기도","하남시",2017,1.095
"경기도","하남시",2018,1.020
"경기도","하남시",2019,0.975
"경기도","하남시",2020,0.887
"경기도","하남시",2021,0.911
"경기도","하남시",2022 p),0.890
"경기도","용인시",2012,1.392
"경기도","용인시",2013,1.244
"경기도","용인시",2014,1.290
"경기도","용인시",2015,1.316
"경기도","용인시",2016,1.205
"경기도","용인시",2017,1.039
"경기도","용인시",2018,0.981
"경기도","용인시",2019,0.936
"경기도","용인시",2020,0.907
"경기도","용인시",2021,0.873
"경기도","용인시",2022 p),0.840
"경기도","처인구",2012,1.346
"경기도","처인구",2013,1.184
"경기도","처인구",2014,1.272
"경기도","처인구",2015,1.316
"경기도","처인구",2016,1.202
"경기도","처인구",2017,1.070
"경기도","처인구",2018,1.082
"경기도","처인구",2019,0.980
"경기도","처인구",2020,0.925
"경기도","처인구",2021,0.881
"경기도","처인구",2022 p),0.810
"경기도","기흥구",2012,1.447
"경기도","기흥구",2013,1.281
"경기도","기흥구",2014,1.318
"경기도","기흥구",2015,1.376
"경기도","기흥구",2016,1.265
"경기도","기흥구",2017,1.072
"경기도","기흥구",2018,0.980
"경기도","기흥구",2019,0.939
"경기도","기흥구",2020,0.904
"경기도","기흥구",2021,0.882
"경기도","기흥구",2022 p),0.860
"경기도","수지구",2012,1.330
"경기도","수지구",2013,1.215
"경기도","수지구",2014,1.248
"경기도","수지구",2015,1.233
"경기도","수지구",2016,1.123
"경기도","수지구",2017,0.973
"경기도","수지구",2018,0.911
"경기도","수지구",2019,0.900
"경기도","수지구",2020,0.892
"경기도","수지구",2021,0.852
"경기도","수지구",2022 p),0.830
"경기도","파주시",2012,1.583
"경기도","파주시",2013,1.415
"경기도","파주시",2014,1.431
"경기도","파주시",2015,1.443
"경기도","파주시",2016,1.375
"경기도","파주시",2017,1.199
