"시군구별(1)","시군구별(2)",시점,계 (명)
"충청남도","서북구",2016.05,336
"충청남도","서북구",2016.06,344
"충청남도","서북구",2016.07,322
"충청남도","서북구",2016.08,327
"충청남도","서북구",2016.09,341
"충청남도","서북구",2016.10,290
"충청남도","서북구",2016.11,308
"충청남도","서북구",2016.12,271
"충청남도","서북구",2017.01,324
"충청남도","서북구",2017.02,328
"충청남도","서북구",2017.03,366
"충청남도","서북구",2017.04,320
"충청남도","서북구",2017.05,324
"충청남도","서북구",2017.06,300
"충청남도","서북구",2017.07,314
"충청남도","서북구",2017.08,305
"충청남도","서북구",2017.09,328
"충청남도","서북구",2017.10,286
"충청남도","서북구",2017.11,302
"충청남도","서북구",2017.12,264
"충청남도","서북구",2018.01,338
"충청남도","서북구",2018.02,327
"충청남도","서북구",2018.03,350
"충청남도","서북구",2018.04,284
"충청남도","서북구",2018.05,306
"충청남도","서북구",2018.06,280
"충청남도","서북구",2018.07,327
"충청남도","서북구",2018.08,311
"충청남도","서북구",2018.09,309
"충청남도","서북구",2018.10,316
"충청남도","서북구",2018.11,249
"충청남도","서북구",2018.12,222
"충청남도","서북구",2019.01,333
"충청남도","서북구",2019.02,309
"충청남도","서북구",2019.03,305
"충청남도","서북구",2019.04,326
"충청남도","서북구",2019.05,265
"충청남도","서북구",2019.06,269
"충청남도","서북구",2019.07,286
"충청남도","서북구",2019.08,261
"충청남도","서북구",2019.09,221
"충청남도","서북구",2019.10,271
"충청남도","서북구",2019.11,254
"충청남도","서북구",2019.12,219
"충청남도","서북구",2020.01,349
"충청남도","서북구",2020.02,279
"충청남도","서북구",2020.03,302
"충청남도","서북구",2020.04,299
"충청남도","서북구",2020.05,250
"충청남도","서북구",2020.06,259
"충청남도","서북구",2020.07,267
"충청남도","서북구",2020.08,276
"충청남도","서북구",2020.09,274
"충청남도","서북구",2020.10,228
"충청남도","서북구",2020.11,261
"충청남도","서북구",2020.12,232
"충청남도","서북구",2021.01,306
"충청남도","서북구",2021.02,230
"충청남도","서북구",2021.03,295
"충청남도","서북구",2021.04,259
"충청남도","서북구",2021.05,255
"충청남도","서북구",2021.06,255
"충청남도","서북구",2021.07,298
"충청남도","서북구",2021.08,281
"충청남도","서북구",2021.09,301
"충청남도","서북구",2021.10,234
"충청남도","서북구",2021.11,233
"충청남도","서북구",2021.12,212
"충청남도","공주시",2012.01,81
"충청남도","공주시",2012.02,69
"충청남도","공주시",2012.03,78
"충청남도","공주시",2012.04,63
"충청남도","공주시",2012.05,84
"충청남도","공주시",2012.06,76
"충청남도","공주시",2012.07,57
"충청남도","공주시",2012.08,61
"충청남도","공주시",2012.09,67
"충청남도","공주시",2012.10,77
"충청남도","공주시",2012.11,70
"충청남도","공주시",2012.12,59
"충청남도","공주시",2013.01,76
"충청남도","공주시",2013.02,55
"충청남도","공주시",2013.03,62
"충청남도","공주시",2013.04,59
"충청남도","공주시",2013.05,51
"충청남도","공주시",2013.06,53
"충청남도","공주시",2013.07,72
"충청남도","공주시",2013.08,79
"충청남도","공주시",2013.09,59
"충청남도","공주시",2013.10,48
"충청남도","공주시",2013.11,43
"충청남도","공주시",2013.12,57
"충청남도","공주시",2014.01,60
"충청남도","공주시",2014.02,56
"충청남도","공주시",2014.03,52
"충청남도","공주시",2014.04,55
"충청남도","공주시",2014.05,68
"충청남도","공주시",2014.06,58
"충청남도","공주시",2014.07,61
"충청남도","공주시",2014.08,69
"충청남도","공주시",2014.09,52
"충청남도","공주시",2014.10,42
"충청남도","공주시",2014.11,55
"충청남도","공주시",2014.12,58
"충청남도","공주시",2015.01,61
"충청남도","공주시",2015.02,42
"충청남도","공주시",2015.03,57
"충청남도","공주시",2015.04,57
"충청남도","공주시",2015.05,62
"충청남도","공주시",2015.06,61
"충청남도","공주시",2015.07,45
"충청남도","공주시",2015.08,56
"충청남도","공주시",2015.09,54
"충청남도","공주시",2015.10,47
"충청남도","공주시",2015.11,52
"충청남도","공주시",2015.12,40
"충청남도","공주시",2016.01,44
"충청남도","공주시",2016.02,48
"충청남도","공주시",2016.03,53
"충청남도","공주시",2016.04,36
"충청남도","공주시",2016.05,47
"충청남도","공주시",2016.06,32
"충청남도","공주시",2016.07,52
"충청남도","공주시",2016.08,43
"충청남도","공주시",2016.09,52
"충청남도","공주시",2016.10,45
"충청남도","공주시",2016.11,55
"충청남도","공주시",2016.12,40
"충청남도","공주시",2017.01,55
"충청남도","공주시",2017.02,45
"충청남도","공주시",2017.03,61
"충청남도","공주시",2017.04,46
"충청남도","공주시",2017.05,46
"충청남도","공주시",2017.06,55
"충청남도","공주시",2017.07,43
"충청남도","공주시",2017.08,50
"충청남도","공주시",2017.09,59
"충청남도","공주시",2017.10,31
"충청남도","공주시",2017.11,35
"충청남도","공주시",2017.12,43
"충청남도","공주시",2018.01,40
"충청남도","공주시",2018.02,42
"충청남도","공주시",2018.03,53
"충청남도","공주시",2018.04,41
"충청남도","공주시",2018.05,43
"충청남도","공주시",2018.06,44
"충청남도","공주시",2018.07,37
"충청남도","공주시",2018.08,32
"충청남도","공주시",2018.09,52
"충청남도","공주시",2018.10,35
"충청남도","공주시",2018.11,52
"충청남도","공주시",2018.12,42
"충청남도","공주시",2019.01,56
"충청남도","공주시",2019.02,43
"충청남도","공주시",2019.03,51
"충청남도","공주시",2019.04,49
"충청남도","공주시",2019.05,58
"충청남도","공주시",2019.06,44
"충청남도","공주시",2019.07,43
"충청남도","공주시",2019.08,46
"충청남도","공주시",2019.09,34
"충청남도","공주시",2019.10,46
"충청남도","공주시",2019.11,35
"충청남도","공주시",2019.12,43
"충청남도","공주시",2020.01,49
"충청남도","공주시",2020.02,46
"충청남도","공주시",2020.03,41
"충청남도","공주시",2020.04,41
"충청남도","공주시",2020.05,35
"충청남도","공주시",2020.06,47
"충청남도","공주시",2020.07,31
"충청남도","공주시",2020.08,31
"충청남도","공주시",2020.09,41
"충청남도","공주시",2020.10,32
"충청남도","공주시",2020.11,27
"충청남도","공주시",2020.12,33
"충청남도","공주시",2021.01,45
"충청남도","공주시",2021.02,28
"충청남도","공주시",2021.03,30
"충청남도","공주시",2021.04,33
"충청남도","공주시",2021.05,31
"충청남도","공주시",2021.06,29
"충청남도","공주시",2021.07,32
"충청남도","공주시",2021.08,30
"충청남도","공주시",2021.09,30
"충청남도","공주시",2021.10,35
"충청남도","공주시",2021.11,24
"충청남도","공주시",2021.12,26
"충청남도","보령시",2012.01,81
"충청남도","보령시",2012.02,54
"충청남도","보령시",2012.03,66
"충청남도","보령시",2012.04,53
"충청남도","보령시",2012.05,71
"충청남도","보령시",2012.06,60
"충청남도","보령시",2012.07,70
"충청남도","보령시",2012.08,56
"충청남도","보령시",2012.09,53
"충청남도","보령시",2012.10,48
"충청남도","보령시",2012.11,72
"충청남도","보령시",2012.12,59
"충청남도","보령시",2013.01,63
"충청남도","보령시",2013.02,58
"충청남도","보령시",2013.03,63
"충청남도","보령시",2013.04,63
"충청남도","보령시",2013.05,54
"충청남도","보령시",2013.06,41
"충청남도","보령시",2013.07,46
"충청남도","보령시",2013.08,52
"충청남도","보령시",2013.09,53
"충청남도","보령시",2013.10,60
"충청남도","보령시",2013.11,55
"충청남도","보령시",2013.12,33
"충청남도","보령시",2014.01,77
"충청남도","보령시",2014.02,47
"충청남도","보령시",2014.03,41
"충청남도","보령시",2014.04,54
"충청남도","보령시",2014.05,54
"충청남도","보령시",2014.06,61
"충청남도","보령시",2014.07,61
"충청남도","보령시",2014.08,62
"충청남도","보령시",2014.09,53
"충청남도","보령시",2014.10,69
"충청남도","보령시",2014.11,59
"충청남도","보령시",2014.12,51
"충청남도","보령시",2015.01,65
"충청남도","보령시",2015.02,42
"충청남도","보령시",2015.03,57
"충청남도","보령시",2015.04,55
"충청남도","보령시",2015.05,57
"충청남도","보령시",2015.06,40
"충청남도","보령시",2015.07,51
"충청남도","보령시",2015.08,57
"충청남도","보령시",2015.09,56
"충청남도","보령시",2015.10,61
"충청남도","보령시",2015.11,51
"충청남도","보령시",2015.12,44
"충청남도","보령시",2016.01,70
"충청남도","보령시",2016.02,46
"충청남도","보령시",2016.03,52
"충청남도","보령시",2016.04,51
"충청남도","보령시",2016.05,54
"충청남도","보령시",2016.06,44
"충청남도","보령시",2016.07,50
"충청남도","보령시",2016.08,60
"충청남도","보령시",2016.09,59
"충청남도","보령시",2016.10,59
"충청남도","보령시",2016.11,39
"충청남도","보령시",2016.12,43
"충청남도","보령시",2017.01,54
"충청남도","보령시",2017.02,48
"충청남도","보령시",2017.03,46
"충청남도","보령시",2017.04,62
"충청남도","보령시",2017.05,53
"충청남도","보령시",2017.06,50
"충청남도","보령시",2017.07,49
"충청남도","보령시",2017.08,39
"충청남도","보령시",2017.09,40
"충청남도","보령시",2017.10,41
"충청남도","보령시",2017.11,31
"충청남도","보령시",2017.12,26
"충청남도","보령시",2018.01,48
"충청남도","보령시",2018.02,43
"충청남도","보령시",2018.03,44
"충청남도","보령시",2018.04,31
"충청남도","보령시",2018.05,49
"충청남도","보령시",2018.06,45
"충청남도","보령시",2018.07,33
"충청남도","보령시",2018.08,38
"충청남도","보령시",2018.09,30
"충청남도","보령시",2018.10,20
"충청남도","보령시",2018.11,33
"충청남도","보령시",2018.12,41
"충청남도","보령시",2019.01,51
"충청남도","보령시",2019.02,47
"충청남도","보령시",2019.03,45
"충청남도","보령시",2019.04,30
"충청남도","보령시",2019.05,41
"충청남도","보령시",2019.06,35
"충청남도","보령시",2019.07,28
"충청남도","보령시",2019.08,38
"충청남도","보령시",2019.09,39
"충청남도","보령시",2019.10,33
"충청남도","보령시",2019.11,39
"충청남도","보령시",2019.12,35
"충청남도","보령시",2020.01,39
"충청남도","보령시",2020.02,35
"충청남도","보령시",2020.03,32
"충청남도","보령시",2020.04,41
"충청남도","보령시",2020.05,41
"충청남도","보령시",2020.06,29
"충청남도","보령시",2020.07,43
"충청남도","보령시",2020.08,30
"충청남도","보령시",2020.09,22
"충청남도","보령시",2020.10,31
"충청남도","보령시",2020.11,32
"충청남도","보령시",2020.12,32
"충청남도","보령시",2021.01,38
"충청남도","보령시",2021.02,28
"충청남도","보령시",2021.03,44
"충청남도","보령시",2021.04,31
"충청남도","보령시",2021.05,32
"충청남도","보령시",2021.06,25
"충청남도","보령시",2021.07,32
"충청남도","보령시",2021.08,28
"충청남도","보령시",2021.09,28
"충청남도","보령시",2021.10,28
"충청남도","보령시",2021.11,30
"충청남도","보령시",2021.12,24
"충청남도","아산시",2012.01,396
"충청남도","아산시",2012.02,368
"충청남도","아산시",2012.03,361
"충청남도","아산시",2012.04,320
"충청남도","아산시",2012.05,306
"충청남도","아산시",2012.06,319
"충청남도","아산시",2012.07,340
"충청남도","아산시",2012.08,328
"충청남도","아산시",2012.09,338
"충청남도","아산시",2012.10,331
"충청남도","아산시",2012.11,319
"충청남도","아산시",2012.12,281
"충청남도","아산시",2013.01,361
"충청남도","아산시",2013.02,297
"충청남도","아산시",2013.03,350
"충청남도","아산시",2013.04,331
"충청남도","아산시",2013.05,308
"충청남도","아산시",2013.06,271
"충청남도","아산시",2013.07,288
"충청남도","아산시",2013.08,328
"충청남도","아산시",2013.09,296
"충청남도","아산시",2013.10,307
"충청남도","아산시",2013.11,266
"충청남도","아산시",2013.12,262
"충청남도","아산시",2014.01,352
"충청남도","아산시",2014.02,341
"충청남도","아산시",2014.03,323
"충청남도","아산시",2014.04,312
"충청남도","아산시",2014.05,306
"충청남도","아산시",2014.06,297
"충청남도","아산시",2014.07,318
"충청남도","아산시",2014.08,290
"충청남도","아산시",2014.09,273
"충청남도","아산시",2014.10,284
"충청남도","아산시",2014.11,252
"충청남도","아산시",2014.12,273
"충청남도","아산시",2015.01,346
"충청남도","아산시",2015.02,322
"충청남도","아산시",2015.03,359
"충청남도","아산시",2015.04,314
"충청남도","아산시",2015.05,356
"충청남도","아산시",2015.06,274
"충청남도","아산시",2015.07,321
"충청남도","아산시",2015.08,281
"충청남도","아산시",2015.09,295
"충청남도","아산시",2015.10,321
"충청남도","아산시",2015.11,301
"충청남도","아산시",2015.12,270
"충청남도","아산시",2016.01,348
"충청남도","아산시",2016.02,299
"충청남도","아산시",2016.03,331
"충청남도","아산시",2016.04,297
"충청남도","아산시",2016.05,263
"충청남도","아산시",2016.06,278
"충청남도","아산시",2016.07,290
"충청남도","아산시",2016.08,282
"충청남도","아산시",2016.09,309
"충청남도","아산시",2016.10,270
"충청남도","아산시",2016.11,252
"충청남도","아산시",2016.12,222
"충청남도","아산시",2017.01,295
"충청남도","아산시",2017.02,265
"충청남도","아산시",2017.03,273
"충청남도","아산시",2017.04,270
"충청남도","아산시",2017.05,251
"충청남도","아산시",2017.06,235
"충청남도","아산시",2017.07,267
"충청남도","아산시",2017.08,279
"충청남도","아산시",2017.09,255
"충청남도","아산시",2017.10,212
"충청남도","아산시",2017.11,233
"충청남도","아산시",2017.12,196
"충청남도","아산시",2018.01,277
"충청남도","아산시",2018.02,225
"충청남도","아산시",2018.03,267
"충청남도","아산시",2018.04,237
"충청남도","아산시",2018.05,240
"충청남도","아산시",2018.06,211
"충청남도","아산시",2018.07,220
"충청남도","아산시",2018.08,214
"충청남도","아산시",2018.09,226
"충청남도","아산시",2018.10,200
"충청남도","아산시",2018.11,202
"충청남도","아산시",2018.12,174
"충청남도","아산시",2019.01,255
"충청남도","아산시",2019.02,213
"충청남도","아산시",2019.03,192
"충청남도","아산시",2019.04,225
"충청남도","아산시",2019.05,171
"충청남도","아산시",2019.06,194
"충청남도","아산시",2019.07,215
"충청남도","아산시",2019.08,172
"충청남도","아산시",2019.09,180
"충청남도","아산시",2019.10,185
"충청남도","아산시",2019.11,190
"충청남도","아산시",2019.12,170
"충청남도","아산시",2020.01,185
"충청남도","아산시",2020.02,152
"충청남도","아산시",2020.03,194
"충청남도","아산시",2020.04,178
"충청남도","아산시",2020.05,164
"충청남도","아산시",2020.06,164
"충청남도","아산시",2020.07,170
"충청남도","아산시",2020.08,163
"충청남도","아산시",2020.09,166
"충청남도","아산시",2020.10,168
"충청남도","아산시",2020.11,144
"충청남도","아산시",2020.12,121
"충청남도","아산시",2021.01,159
"충청남도","아산시",2021.02,139
"충청남도","아산시",2021.03,169
"충청남도","아산시",2021.04,167
"충청남도","아산시",2021.05,164
"충청남도","아산시",2021.06,153
"충청남도","아산시",2021.07,152
"충청남도","아산시",2021.08,144
"충청남도","아산시",2021.09,157
"충청남도","아산시",2021.10,138
"충청남도","아산시",2021.11,159
"충청남도","아산시",2021.12,109
"충청남도","서산시",2012.01,187
"충청남도","서산시",2012.02,157
"충청남도","서산시",2012.03,144
"충청남도","서산시",2012.04,129
"충청남도","서산시",2012.05,147
"충청남도","서산시",2012.06,123
"충청남도","서산시",2012.07,150
"충청남도","서산시",2012.08,151
"충청남도","서산시",2012.09,144
"충청남도","서산시",2012.10,155
"충청남도","서산시",2012.11,136
"충청남도","서산시",2012.12,126
"충청남도","서산시",2013.01,176
"충청남도","서산시",2013.02,149
"충청남도","서산시",2013.03,137
"충청남도","서산시",2013.04,116
"충청남도","서산시",2013.05,129
"충청남도","서산시",2013.06,134
"충청남도","서산시",2013.07,141
"충청남도","서산시",2013.08,142
"충청남도","서산시",2013.09,124
"충청남도","서산시",2013.10,109
"충청남도","서산시",2013.11,119
"충청남도","서산시",2013.12,125
"충청남도","서산시",2014.01,159
"충청남도","서산시",2014.02,159
"충청남도","서산시",2014.03,145
"충청남도","서산시",2014.04,138
"충청남도","서산시",2014.05,128
"충청남도","서산시",2014.06,121
"충청남도","서산시",2014.07,143
"충청남도","서산시",2014.08,145
"충청남도","서산시",2014.09,153
"충청남도","서산시",2014.10,132
"충청남도","서산시",2014.11,113
"충청남도","서산시",2014.12,142
"충청남도","서산시",2015.01,151
"충청남도","서산시",2015.02,147
"충청남도","서산시",2015.03,154
"충청남도","서산시",2015.04,135
"충청남도","서산시",2015.05,139
"충청남도","서산시",2015.06,154
"충청남도","서산시",2015.07,136
"충청남도","서산시",2015.08,129
"충청남도","서산시",2015.09,122
"충청남도","서산시",2015.10,142
"충청남도","서산시",2015.11,127
"충청남도","서산시",2015.12,131
"충청남도","서산시",2016.01,140
"충청남도","서산시",2016.02,145
"충청남도","서산시",2016.03,159
"충청남도","서산시",2016.04,145
"충청남도","서산시",2016.05,134
"충청남도","서산시",2016.06,152
"충청남도","서산시",2016.07,124
"충청남도","서산시",2016.08,113
"충청남도","서산시",2016.09,118
"충청남도","서산시",2016.10,121
"충청남도","서산시",2016.11,109
"충청남도","서산시",2016.12,104
"충청남도","서산시",2017.01,141
"충청남도","서산시",2017.02,121
"충청남도","서산시",2017.03,134
"충청남도","서산시",2017.04,114
"충청남도","서산시",2017.05,131
"충청남도","서산시",2017.06,85
"충청남도","서산시",2017.07,109
"충청남도","서산시",2017.08,124
"충청남도","서산시",2017.09,118
"충청남도","서산시",2017.10,99
"충청남도","서산시",2017.11,108
"충청남도","서산시",2017.12,112
"충청남도","서산시",2018.01,128
"충청남도","서산시",2018.02,108
"충청남도","서산시",2018.03,112
"충청남도","서산시",2018.04,113
"충청남도","서산시",2018.05,107
"충청남도","서산시",2018.06,96
"충청남도","서산시",2018.07,120
"충청남도","서산시",2018.08,103
"충청남도","서산시",2018.09,115
"충청남도","서산시",2018.10,110
"충청남도","서산시",2018.11,133
"충청남도","서산시",2018.12,96
"충청남도","서산시",2019.01,120
"충청남도","서산시",2019.02,103
"충청남도","서산시",2019.03,103
"충청남도","서산시",2019.04,89
"충청남도","서산시",2019.05,115
"충청남도","서산시",2019.06,109
"충청남도","서산시",2019.07,112
"충청남도","서산시",2019.08,107
"충청남도","서산시",2019.09,86
"충청남도","서산시",2019.10,70
"충청남도","서산시",2019.11,90
"충청남도","서산시",2019.12,89
"충청남도","서산시",2020.01,109
"충청남도","서산시",2020.02,77
"충청남도","서산시",2020.03,96
"충청남도","서산시",2020.04,94
"충청남도","서산시",2020.05,83
"충청남도","서산시",2020.06,87
"충청남도","서산시",2020.07,108
"충청남도","서산시",2020.08,88
"충청남도","서산시",2020.09,99
"충청남도","서산시",2020.10,101
"충청남도","서산시",2020.11,75
"충청남도","서산시",2020.12,89
"충청남도","서산시",2021.01,103
"충청남도","서산시",2021.02,89
"충청남도","서산시",2021.03,98
"충청남도","서산시",2021.04,94
"충청남도","서산시",2021.05,66
"충청남도","서산시",2021.06,94
"충청남도","서산시",2021.07,97
"충청남도","서산시",2021.08,81
"충청남도","서산시",2021.09,80
"충청남도","서산시",2021.10,84
"충청남도","서산시",2021.11,73
"충청남도","서산시",2021.12,72
"충청남도","논산시",2012.01,87
"충청남도","논산시",2012.02,79
"충청남도","논산시",2012.03,89
"충청남도","논산시",2012.04,73
"충청남도","논산시",2012.05,64
"충청남도","논산시",2012.06,73
"충청남도","논산시",2012.07,77
"충청남도","논산시",2012.08,72
"충청남도","논산시",2012.09,94
"충청남도","논산시",2012.10,74
"충청남도","논산시",2012.11,76
"충청남도","논산시",2012.12,71
"충청남도","논산시",2013.01,79
"충청남도","논산시",2013.02,69
"충청남도","논산시",2013.03,72
"충청남도","논산시",2013.04,69
"충청남도","논산시",2013.05,73
"충청남도","논산시",2013.06,55
"충청남도","논산시",2013.07,68
"충청남도","논산시",2013.08,63
"충청남도","논산시",2013.09,63
"충청남도","논산시",2013.10,68
"충청남도","논산시",2013.11,73
"충청남도","논산시",2013.12,53
"충청남도","논산시",2014.01,64
"충청남도","논산시",2014.02,70
"충청남도","논산시",2014.03,78
"충청남도","논산시",2014.04,65
"충청남도","논산시",2014.05,57
"충청남도","논산시",2014.06,55
"충청남도","논산시",2014.07,65
"충청남도","논산시",2014.08,76
"충청남도","논산시",2014.09,83
"충청남도","논산시",2014.10,67
"충청남도","논산시",2014.11,62
"충청남도","논산시",2014.12,72
"충청남도","논산시",2015.01,67
"충청남도","논산시",2015.02,82
"충청남도","논산시",2015.03,76
"충청남도","논산시",2015.04,79
"충청남도","논산시",2015.05,68
"충청남도","논산시",2015.06,72
"충청남도","논산시",2015.07,61
"충청남도","논산시",2015.08,55
"충청남도","논산시",2015.09,70
"충청남도","논산시",2015.10,66
"충청남도","논산시",2015.11,57
"충청남도","논산시",2015.12,62
"충청남도","논산시",2016.01,77
"충청남도","논산시",2016.02,62
"충청남도","논산시",2016.03,61
"충청남도","논산시",2016.04,57
"충청남도","논산시",2016.05,51
"충청남도","논산시",2016.06,54
"충청남도","논산시",2016.07,64
"충청남도","논산시",2016.08,54
"충청남도","논산시",2016.09,63
"충청남도","논산시",2016.10,65
"충청남도","논산시",2016.11,58
"충청남도","논산시",2016.12,47
"충청남도","논산시",2017.01,68
"충청남도","논산시",2017.02,44
"충청남도","논산시",2017.03,61
"충청남도","논산시",2017.04,52
"충청남도","논산시",2017.05,57
"충청남도","논산시",2017.06,55
"충청남도","논산시",2017.07,44
"충청남도","논산시",2017.08,70
"충청남도","논산시",2017.09,57
"충청남도","논산시",2017.10,42
"충청남도","논산시",2017.11,50
"충청남도","논산시",2017.12,59
"충청남도","논산시",2018.01,59
"충청남도","논산시",2018.02,58
"충청남도","논산시",2018.03,52
"충청남도","논산시",2018.04,46
"충청남도","논산시",2018.05,53
"충청남도","논산시",2018.06,54
"충청남도","논산시",2018.07,50
"충청남도","논산시",2018.08,60
"충청남도","논산시",2018.09,56
"충청남도","논산시",2018.10,45
"충청남도","논산시",2018.11,45
"충청남도","논산시",2018.12,51
"충청남도","논산시",2019.01,60
"충청남도","논산시",2019.02,47
"충청남도","논산시",2019.03,64
"충청남도","논산시",2019.04,52
"충청남도","논산시",2019.05,59
"충청남도","논산시",2019.06,47
"충청남도","논산시",2019.07,49
"충청남도","논산시",2019.08,49
"충청남도","논산시",2019.09,51
"충청남도","논산시",2019.10,43
"충청남도","논산시",2019.11,49
"충청남도","논산시",2019.12,37
"충청남도","논산시",2020.01,51
"충청남도","논산시",2020.02,40
"충청남도","논산시",2020.03,51
"충청남도","논산시",2020.04,49
"충청남도","논산시",2020.05,41
"충청남도","논산시",2020.06,38
"충청남도","논산시",2020.07,49
"충청남도","논산시",2020.08,40
"충청남도","논산시",2020.09,43
"충청남도","논산시",2020.10,31
"충청남도","논산시",2020.11,35
"충청남도","논산시",2020.12,20
"충청남도","논산시",2021.01,47
"충청남도","논산시",2021.02,38
"충청남도","논산시",2021.03,47
"충청남도","논산시",2021.04,41
"충청남도","논산시",2021.05,23
"충청남도","논산시",2021.06,48
"충청남도","논산시",2021.07,43
"충청남도","논산시",2021.08,45
"충청남도","논산시",2021.09,40
"충청남도","논산시",2021.10,33
"충청남도","논산시",2021.11,27
"충청남도","논산시",2021.12,22
"충청남도","계룡시",2012.01,45
"충청남도","계룡시",2012.02,28
"충청남도","계룡시",2012.03,37
"충청남도","계룡시",2012.04,22
"충청남도","계룡시",2012.05,29
"충청남도","계룡시",2012.06,41
"충청남도","계룡시",2012.07,25
"충청남도","계룡시",2012.08,44
"충청남도","계룡시",2012.09,31
"충청남도","계룡시",2012.10,32
"충청남도","계룡시",2012.11,28
"충청남도","계룡시",2012.12,25
"충청남도","계룡시",2013.01,39
"충청남도","계룡시",2013.02,25
"충청남도","계룡시",2013.03,44
"충청남도","계룡시",2013.04,30
"충청남도","계룡시",2013.05,18
"충청남도","계룡시",2013.06,27
"충청남도","계룡시",2013.07,31
"충청남도","계룡시",2013.08,30
"충청남도","계룡시",2013.09,28
"충청남도","계룡시",2013.10,26
"충청남도","계룡시",2013.11,32
"충청남도","계룡시",2013.12,22
"충청남도","계룡시",2014.01,32
"충청남도","계룡시",2014.02,30
"충청남도","계룡시",2014.03,17
"충청남도","계룡시",2014.04,37
"충청남도","계룡시",2014.05,23
"충청남도","계룡시",2014.06,18
"충청남도","계룡시",2014.07,30
"충청남도","계룡시",2014.08,25
"충청남도","계룡시",2014.09,35
"충청남도","계룡시",2014.10,22
"충청남도","계룡시",2014.11,24
"충청남도","계룡시",2014.12,20
"충청남도","계룡시",2015.01,33
"충청남도","계룡시",2015.02,25
"충청남도","계룡시",2015.03,21
"충청남도","계룡시",2015.04,34
"충청남도","계룡시",2015.05,30
"충청남도","계룡시",2015.06,15
"충청남도","계룡시",2015.07,28
"충청남도","계룡시",2015.08,25
"충청남도","계룡시",2015.09,21
"충청남도","계룡시",2015.10,29
"충청남도","계룡시",2015.11,27
"충청남도","계룡시",2015.12,25
"충청남도","계룡시",2016.01,44
"충청남도","계룡시",2016.02,36
"충청남도","계룡시",2016.03,30
"충청남도","계룡시",2016.04,44
"충청남도","계룡시",2016.05,36
"충청남도","계룡시",2016.06,28
"충청남도","계룡시",2016.07,26
"충청남도","계룡시",2016.08,36
"충청남도","계룡시",2016.09,28
"충청남도","계룡시",2016.10,23
"충청남도","계룡시",2016.11,21
"충청남도","계룡시",2016.12,19
"충청남도","계룡시",2017.01,40
"충청남도","계룡시",2017.02,31
"충청남도","계룡시",2017.03,31
"충청남도","계룡시",2017.04,28
"충청남도","계룡시",2017.05,32
"충청남도","계룡시",2017.06,22
"충청남도","계룡시",2017.07,21
"충청남도","계룡시",2017.08,36
"충청남도","계룡시",2017.09,19
"충청남도","계룡시",2017.10,25
"충청남도","계룡시",2017.11,22
"충청남도","계룡시",2017.12,27
"충청남도","계룡시",2018.01,28
"충청남도","계룡시",2018.02,26
"충청남도","계룡시",2018.03,15
"충청남도","계룡시",2018.04,27
"충청남도","계룡시",2018.05,30
"충청남도","계룡시",2018.06,27
"충청남도","계룡시",2018.07,20
"충청남도","계룡시",2018.08,15
"충청남도","계룡시",2018.09,26
"충청남도","계룡시",2018.10,16
"충청남도","계룡시",2018.11,22
"충청남도","계룡시",2018.12,17
"충청남도","계룡시",2019.01,29
"충청남도","계룡시",2019.02,25
"충청남도","계룡시",2019.03,16
"충청남도","계룡시",2019.04,14
"충청남도","계룡시",2019.05,11
"충청남도","계룡시",2019.06,17
"충청남도","계룡시",2019.07,20
"충청남도","계룡시",2019.08,16
"충청남도","계룡시",2019.09,17
"충청남도","계룡시",2019.10,24
"충청남도","계룡시",2019.11,15
"충청남도","계룡시",2019.12,19
"충청남도","계룡시",2020.01,13
"충청남도","계룡시",2020.02,12
"충청남도","계룡시",2020.03,21
"충청남도","계룡시",2020.04,17
"충청남도","계룡시",2020.05,17
"충청남도","계룡시",2020.06,21
"충청남도","계룡시",2020.07,9
"충청남도","계룡시",2020.08,16
"충청남도","계룡시",2020.09,17
"충청남도","계룡시",2020.10,11
"충청남도","계룡시",2020.11,18
"충청남도","계룡시",2020.12,11
"충청남도","계룡시",2021.01,18
"충청남도","계룡시",2021.02,18
"충청남도","계룡시",2021.03,16
"충청남도","계룡시",2021.04,17
"충청남도","계룡시",2021.05,9
"충청남도","계룡시",2021.06,11
"충청남도","계룡시",2021.07,18
"충청남도","계룡시",2021.08,10
"충청남도","계룡시",2021.09,12
"충청남도","계룡시",2021.10,14
"충청남도","계룡시",2021.11,15
"충청남도","계룡시",2021.12,11
"충청남도","당진시",2012.01,153
"충청남도","당진시",2012.02,155
"충청남도","당진시",2012.03,166
"충청남도","당진시",2012.04,155
"충청남도","당진시",2012.05,143
"충청남도","당진시",2012.06,135
"충청남도","당진시",2012.07,159
"충청남도","당진시",2012.08,147
"충청남도","당진시",2012.09,178
"충청남도","당진시",2012.10,152
"충청남도","당진시",2012.11,154
"충청남도","당진시",2012.12,136
"충청남도","당진시",2013.01,193
"충청남도","당진시",2013.02,142
"충청남도","당진시",2013.03,161
"충청남도","당진시",2013.04,132
"충청남도","당진시",2013.05,151
"충청남도","당진시",2013.06,136
"충청남도","당진시",2013.07,177
"충청남도","당진시",2013.08,157
"충청남도","당진시",2013.09,168
"충청남도","당진시",2013.10,162
"충청남도","당진시",2013.11,144
"충청남도","당진시",2013.12,150
"충청남도","당진시",2014.01,168
"충청남도","당진시",2014.02,169
