구별,2017
종로구,0.646
중구,0.824
용산구,0.793
성동구,0.972
광진구,0.749
동대문구,0.822
중랑구,0.906
성북구,0.818
강북구,0.825
도봉구,0.833
노원구,0.938
은평구,0.814
서대문구,0.823
마포구,0.806
양천구,0.898
강서구,0.925
구로구,0.943
금천구,0.901
영등포구,0.884
동작구,0.831
관악구,0.662
서초구,0.799
강남구,0.706
송파구,0.871
강동구,0.884
