구별,2018
종로구,0.606
중구,0.737
용산구,0.747
성동구,0.909
광진구,0.713
동대문구,0.753
중랑구,0.825
성북구,0.737
강북구,0.647
도봉구,0.774
노원구,0.809
은평구,0.772
서대문구,0.727
마포구,0.733
양천구,0.771
강서구,0.826
구로구,0.838
금천구,0.796
영등포구,0.851
동작구,0.737
관악구,0.597
서초구,0.8
강남구,0.631
송파구,0.8
강동구,0.82
