구별,2021
종로구,0.531
중구,0.634
용산구,0.664
성동구,0.764
광진구,0.525
동대문구,0.66
중랑구,0.65
성북구,0.656
강북구,0.541
도봉구,0.579
노원구,0.701
은평구,0.604
서대문구,0.635
마포구,0.587
양천구,0.645
강서구,0.617
구로구,0.737
금천구,0.612
영등포구,0.713
동작구,0.602
관악구,0.437
서초구,0.666
강남구,0.523
송파구,0.623
강동구,0.797
